# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Apr 07 10:24:00 CEST 2020 [seed=1586247839042]
# -overwrite Nextstrain_070420_2.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Belgium.other	location.branchRates	location.treeLikelihood
25000	-611.2707636135968	-0.13580821928958897	-611.1349553943072	1.0	1.0	0.13580821928958897	0.0	-611.1349553943072
26000	-611.7735728262421	-0.6386174319348713	-611.1349553943072	1.0	1.0	0.6386174319348713	0.0	-611.1349553943072
27000	-611.4961230703163	-0.36116767600880245	-611.1349553943076	1.0	1.0	0.36116767600880245	0.0	-611.1349553943076
28000	-612.5382875653958	-1.4033321710885378	-611.1349553943072	1.0	1.0	1.4033321710885378	0.0	-611.1349553943072
29000	-611.702807970917	-0.5678525766097414	-611.1349553943072	1.0	1.0	0.5678525766097414	0.0	-611.1349553943072
30000	-614.5796729209943	-3.4447175266867474	-611.1349553943076	1.0	1.0	3.4447175266867474	0.0	-611.1349553943076
31000	-611.3620221082152	-0.22706671390800792	-611.1349553943072	1.0	1.0	0.22706671390800792	0.0	-611.1349553943072
32000	-611.8824639113889	-0.7475085170813176	-611.1349553943076	1.0	1.0	0.7475085170813176	0.0	-611.1349553943076
33000	-613.4098911490511	-2.2749357547438085	-611.1349553943072	1.0	1.0	2.2749357547438085	0.0	-611.1349553943072
34000	-612.4573552982552	-1.3223999039475614	-611.1349553943076	1.0	1.0	1.3223999039475614	0.0	-611.1349553943076
35000	-611.9240666527897	-0.7891112584821901	-611.1349553943076	1.0	1.0	0.7891112584821901	0.0	-611.1349553943076
36000	-611.2789067643039	-0.14395136999669897	-611.1349553943072	1.0	1.0	0.14395136999669897	0.0	-611.1349553943072
37000	-611.5435983771156	-0.4086429828080296	-611.1349553943076	1.0	1.0	0.4086429828080296	0.0	-611.1349553943076
38000	-611.1688075300681	-0.033852135760901944	-611.1349553943072	1.0	1.0	0.033852135760901944	0.0	-611.1349553943072
39000	-611.6266128339349	-0.49165743962775704	-611.1349553943072	1.0	1.0	0.49165743962775704	0.0	-611.1349553943072
40000	-612.1955147161422	-1.0605593218349592	-611.1349553943072	1.0	1.0	1.0605593218349592	0.0	-611.1349553943072
41000	-611.9088825901874	-0.7739271958802753	-611.1349553943072	1.0	1.0	0.7739271958802753	0.0	-611.1349553943072
42000	-612.5517479969546	-1.4167926026474893	-611.1349553943072	1.0	1.0	1.4167926026474893	0.0	-611.1349553943072
43000	-612.9217069537112	-1.7867515594037207	-611.1349553943076	1.0	1.0	1.7867515594037207	0.0	-611.1349553943076
44000	-612.7574854842303	-1.6225300899230755	-611.1349553943072	1.0	1.0	1.6225300899230755	0.0	-611.1349553943072
45000	-612.4162445267852	-1.2812891324777018	-611.1349553943076	1.0	1.0	1.2812891324777018	0.0	-611.1349553943076
46000	-611.8424185987421	-0.7074632044349507	-611.1349553943072	1.0	1.0	0.7074632044349507	0.0	-611.1349553943072
47000	-611.2837279953244	-0.14877260101686857	-611.1349553943076	1.0	1.0	0.14877260101686857	0.0	-611.1349553943076
48000	-611.2106413849253	-0.0756859906181727	-611.1349553943072	1.0	1.0	0.0756859906181727	0.0	-611.1349553943072
49000	-611.1592414408219	-0.024286046514732682	-611.1349553943072	1.0	1.0	0.024286046514732682	0.0	-611.1349553943072
50000	-611.5892242185913	-0.45426882428410004	-611.1349553943072	1.0	1.0	0.45426882428410004	0.0	-611.1349553943072
51000	-612.0771257348166	-0.9421703405090708	-611.1349553943076	1.0	1.0	0.9421703405090708	0.0	-611.1349553943076
52000	-611.5114708702747	-0.37651547596749335	-611.1349553943072	1.0	1.0	0.37651547596749335	0.0	-611.1349553943072
53000	-611.7928100775367	-0.6578546832291721	-611.1349553943076	1.0	1.0	0.6578546832291721	0.0	-611.1349553943076
54000	-611.2400138905181	-0.10505849621048341	-611.1349553943076	1.0	1.0	0.10505849621048341	0.0	-611.1349553943076
55000	-611.8135832122334	-0.678627817926162	-611.1349553943072	1.0	1.0	0.678627817926162	0.0	-611.1349553943072
56000	-611.8616572455111	-0.7267018512035822	-611.1349553943076	1.0	1.0	0.7267018512035822	0.0	-611.1349553943076
57000	-613.4653890899638	-2.3304336956561595	-611.1349553943076	1.0	1.0	2.3304336956561595	0.0	-611.1349553943076
58000	-612.4929421329248	-1.3579867386172682	-611.1349553943076	1.0	1.0	1.3579867386172682	0.0	-611.1349553943076
59000	-612.1396130700709	-1.0046576757637058	-611.1349553943072	1.0	1.0	1.0046576757637058	0.0	-611.1349553943072
60000	-611.6891048711582	-0.5541494768506804	-611.1349553943076	1.0	1.0	0.5541494768506804	0.0	-611.1349553943076
61000	-611.3731605521294	-0.23820515782189652	-611.1349553943076	1.0	1.0	0.23820515782189652	0.0	-611.1349553943076
62000	-611.1658654625935	-0.030910068286291687	-611.1349553943072	1.0	1.0	0.030910068286291687	0.0	-611.1349553943072
63000	-611.7164741101532	-0.5815187158455949	-611.1349553943076	1.0	1.0	0.5815187158455949	0.0	-611.1349553943076
64000	-611.901155714102	-0.7662003197943544	-611.1349553943076	1.0	1.0	0.7662003197943544	0.0	-611.1349553943076
65000	-611.4149546046009	-0.27999921029337915	-611.1349553943076	1.0	1.0	0.27999921029337915	0.0	-611.1349553943076
66000	-613.509767558244	-2.3748121639368147	-611.1349553943072	1.0	1.0	2.3748121639368147	0.0	-611.1349553943072
67000	-611.8831003028245	-0.7481449085172888	-611.1349553943072	1.0	1.0	0.7481449085172888	0.0	-611.1349553943072
68000	-611.5469934599537	-0.41203806564615664	-611.1349553943076	1.0	1.0	0.41203806564615664	0.0	-611.1349553943076
69000	-611.6757149091221	-0.5407595148145351	-611.1349553943076	1.0	1.0	0.5407595148145351	0.0	-611.1349553943076
70000	-613.8100375477613	-2.6750821534537352	-611.1349553943076	1.0	1.0	2.6750821534537352	0.0	-611.1349553943076
71000	-611.9237313993394	-0.7887760050321994	-611.1349553943072	1.0	1.0	0.7887760050321994	0.0	-611.1349553943072
72000	-611.6265128274131	-0.4915574331058254	-611.1349553943072	1.0	1.0	0.4915574331058254	0.0	-611.1349553943072
73000	-611.7871687529081	-0.6522133586009303	-611.1349553943072	1.0	1.0	0.6522133586009303	0.0	-611.1349553943072
74000	-611.4745616629282	-0.33960626862058385	-611.1349553943076	1.0	1.0	0.33960626862058385	0.0	-611.1349553943076
75000	-612.0591394285751	-0.9241840342679616	-611.1349553943072	1.0	1.0	0.9241840342679616	0.0	-611.1349553943072
76000	-612.0436261262957	-0.9086707319881968	-611.1349553943076	1.0	1.0	0.9086707319881968	0.0	-611.1349553943076
77000	-611.2038501462621	-0.0688947519548401	-611.1349553943072	1.0	1.0	0.0688947519548401	0.0	-611.1349553943072
78000	-611.285888329832	-0.1509329355244485	-611.1349553943076	1.0	1.0	0.1509329355244485	0.0	-611.1349553943076
79000	-611.824533334817	-0.6895779405097938	-611.1349553943072	1.0	1.0	0.6895779405097938	0.0	-611.1349553943072
80000	-612.4565116594099	-1.3215562651026929	-611.1349553943072	1.0	1.0	1.3215562651026929	0.0	-611.1349553943072
81000	-611.8875053999352	-0.7525500056280396	-611.1349553943072	1.0	1.0	0.7525500056280396	0.0	-611.1349553943072
82000	-611.4191570717074	-0.2842016773999293	-611.1349553943076	1.0	1.0	0.2842016773999293	0.0	-611.1349553943076
83000	-611.5952724262803	-0.46031703197277374	-611.1349553943076	1.0	1.0	0.46031703197277374	0.0	-611.1349553943076
84000	-612.3855165642008	-1.2505611698935633	-611.1349553943072	1.0	1.0	1.2505611698935633	0.0	-611.1349553943072
85000	-613.3385991962537	-2.2036438019464835	-611.1349553943072	1.0	1.0	2.2036438019464835	0.0	-611.1349553943072
86000	-612.1982308387686	-1.063275444461416	-611.1349553943072	1.0	1.0	1.063275444461416	0.0	-611.1349553943072
87000	-611.6437414852851	-0.508786090977552	-611.1349553943076	1.0	1.0	0.508786090977552	0.0	-611.1349553943076
88000	-611.2422706728883	-0.1073152785809948	-611.1349553943072	1.0	1.0	0.1073152785809948	0.0	-611.1349553943072
89000	-611.2407260710976	-0.10577067679037068	-611.1349553943072	1.0	1.0	0.10577067679037068	0.0	-611.1349553943072
90000	-613.8583011492456	-2.7233457549383657	-611.1349553943072	1.0	1.0	2.7233457549383657	0.0	-611.1349553943072
91000	-611.9471120108577	-0.8121566165505181	-611.1349553943072	1.0	1.0	0.8121566165505181	0.0	-611.1349553943072
92000	-613.3812870996693	-2.246331705361769	-611.1349553943076	1.0	1.0	2.246331705361769	0.0	-611.1349553943076
93000	-611.6696005267627	-0.5346451324555178	-611.1349553943072	1.0	1.0	0.5346451324555178	0.0	-611.1349553943072
94000	-611.5602643219278	-0.4253089276201862	-611.1349553943076	1.0	1.0	0.4253089276201862	0.0	-611.1349553943076
95000	-611.4270933231588	-0.29213792885130263	-611.1349553943076	1.0	1.0	0.29213792885130263	0.0	-611.1349553943076
96000	-611.8424707289273	-0.70751533462008	-611.1349553943072	1.0	1.0	0.70751533462008	0.0	-611.1349553943072
97000	-611.1788528782693	-0.043897483961669814	-611.1349553943076	1.0	1.0	0.043897483961669814	0.0	-611.1349553943076
98000	-611.4706990433999	-0.3357436490927474	-611.1349553943072	1.0	1.0	0.3357436490927474	0.0	-611.1349553943072
99000	-611.9871524319342	-0.8521970376269415	-611.1349553943072	1.0	1.0	0.8521970376269415	0.0	-611.1349553943072
100000	-611.938820012677	-0.8038646183697482	-611.1349553943072	1.0	1.0	0.8038646183697482	0.0	-611.1349553943072
101000	-612.9636192810632	-1.8286638867559737	-611.1349553943072	1.0	1.0	1.8286638867559737	0.0	-611.1349553943072
102000	-612.4113376572598	-1.276382262952195	-611.1349553943076	1.0	1.0	1.276382262952195	0.0	-611.1349553943076
103000	-612.6369206820632	-1.5019652877559568	-611.1349553943072	1.0	1.0	1.5019652877559568	0.0	-611.1349553943072
104000	-611.2180506708374	-0.08309527653024013	-611.1349553943072	1.0	1.0	0.08309527653024013	0.0	-611.1349553943072
105000	-611.4601679591119	-0.32521256480432964	-611.1349553943076	1.0	1.0	0.32521256480432964	0.0	-611.1349553943076
106000	-612.2119031055479	-1.07694771124066	-611.1349553943072	1.0	1.0	1.07694771124066	0.0	-611.1349553943072
107000	-611.8125589755874	-0.6776035812802101	-611.1349553943072	1.0	1.0	0.6776035812802101	0.0	-611.1349553943072
108000	-611.1878221852425	-0.05286679093493209	-611.1349553943076	1.0	1.0	0.05286679093493209	0.0	-611.1349553943076
109000	-611.2836964252579	-0.14874103095061697	-611.1349553943072	1.0	1.0	0.14874103095061697	0.0	-611.1349553943072
110000	-611.2605783868321	-0.12562299252492942	-611.1349553943072	1.0	1.0	0.12562299252492942	0.0	-611.1349553943072
111000	-611.1789420874949	-0.043986693187607756	-611.1349553943072	1.0	1.0	0.043986693187607756	0.0	-611.1349553943072
112000	-611.3002824610717	-0.16532706676446643	-611.1349553943072	1.0	1.0	0.16532706676446643	0.0	-611.1349553943072
113000	-611.680861688255	-0.5459062939477961	-611.1349553943072	1.0	1.0	0.5459062939477961	0.0	-611.1349553943072
114000	-611.1594905881599	-0.02453519385262595	-611.1349553943072	1.0	1.0	0.02453519385262595	0.0	-611.1349553943072
115000	-614.93411944218	-3.7991640478724333	-611.1349553943076	1.0	1.0	3.7991640478724333	0.0	-611.1349553943076
116000	-611.9454045358904	-0.810449141582759	-611.1349553943076	1.0	1.0	0.810449141582759	0.0	-611.1349553943076
117000	-611.4228451484998	-0.2878897541926447	-611.1349553943072	1.0	1.0	0.2878897541926447	0.0	-611.1349553943072
118000	-613.1200892964249	-1.9851339021173648	-611.1349553943076	1.0	1.0	1.9851339021173648	0.0	-611.1349553943076
119000	-611.9839623760327	-0.8490069817254904	-611.1349553943072	1.0	1.0	0.8490069817254904	0.0	-611.1349553943072
120000	-611.3783272611026	-0.24337186679545944	-611.1349553943072	1.0	1.0	0.24337186679545944	0.0	-611.1349553943072
121000	-612.9680376113337	-1.8330822170264767	-611.1349553943072	1.0	1.0	1.8330822170264767	0.0	-611.1349553943072
122000	-611.2690980930126	-0.1341426987054785	-611.1349553943072	1.0	1.0	0.1341426987054785	0.0	-611.1349553943072
123000	-612.931441111695	-1.7964857173874587	-611.1349553943076	1.0	1.0	1.7964857173874587	0.0	-611.1349553943076
124000	-612.0286562181243	-0.8937008238170565	-611.1349553943072	1.0	1.0	0.8937008238170565	0.0	-611.1349553943072
125000	-611.312527189803	-0.17757179549537996	-611.1349553943076	1.0	1.0	0.17757179549537996	0.0	-611.1349553943076
126000	-611.2682250480526	-0.13326965374542063	-611.1349553943072	1.0	1.0	0.13326965374542063	0.0	-611.1349553943072
127000	-613.6376604289628	-2.5027050346556026	-611.1349553943072	1.0	1.0	2.5027050346556026	0.0	-611.1349553943072
128000	-611.5704341054442	-0.4354787111366152	-611.1349553943076	1.0	1.0	0.4354787111366152	0.0	-611.1349553943076
129000	-612.8313459262746	-1.6963905319674042	-611.1349553943072	1.0	1.0	1.6963905319674042	0.0	-611.1349553943072
130000	-611.1502725298931	-0.015317135585913268	-611.1349553943072	1.0	1.0	0.015317135585913268	0.0	-611.1349553943072
131000	-611.1432382426188	-0.008282848311591078	-611.1349553943072	1.0	1.0	0.008282848311591078	0.0	-611.1349553943072
132000	-611.9346865317923	-0.7997311374847765	-611.1349553943076	1.0	1.0	0.7997311374847765	0.0	-611.1349553943076
133000	-611.8212556508859	-0.6863002565782624	-611.1349553943076	1.0	1.0	0.6863002565782624	0.0	-611.1349553943076
134000	-611.5301601728142	-0.3952047785067519	-611.1349553943076	1.0	1.0	0.3952047785067519	0.0	-611.1349553943076
135000	-611.4911937440361	-0.3562383497285062	-611.1349553943076	1.0	1.0	0.3562383497285062	0.0	-611.1349553943076
136000	-612.0353386665719	-0.9003832722646841	-611.1349553943072	1.0	1.0	0.9003832722646841	0.0	-611.1349553943072
137000	-611.9258651999098	-0.7909098056022835	-611.1349553943076	1.0	1.0	0.7909098056022835	0.0	-611.1349553943076
138000	-611.1789168715586	-0.043961477251452205	-611.1349553943072	1.0	1.0	0.043961477251452205	0.0	-611.1349553943072
139000	-611.1533217222548	-0.01836632794754965	-611.1349553943072	1.0	1.0	0.01836632794754965	0.0	-611.1349553943072
140000	-611.9862531005689	-0.8512977062613415	-611.1349553943076	1.0	1.0	0.8512977062613415	0.0	-611.1349553943076
141000	-612.1982024178118	-1.0632470235045395	-611.1349553943072	1.0	1.0	1.0632470235045395	0.0	-611.1349553943072
142000	-612.8809939694781	-1.746038575170576	-611.1349553943076	1.0	1.0	1.746038575170576	0.0	-611.1349553943076
143000	-612.183825730538	-1.0488703362308356	-611.1349553943072	1.0	1.0	1.0488703362308356	0.0	-611.1349553943072
144000	-611.1976837890583	-0.06272839475076288	-611.1349553943076	1.0	1.0	0.06272839475076288	0.0	-611.1349553943076
145000	-611.5968820085394	-0.46192661423189885	-611.1349553943076	1.0	1.0	0.46192661423189885	0.0	-611.1349553943076
146000	-614.0572184357044	-2.922263041397174	-611.1349553943072	1.0	1.0	2.922263041397174	0.0	-611.1349553943072
147000	-614.7930416124937	-3.6580862181861287	-611.1349553943076	1.0	1.0	3.6580862181861287	0.0	-611.1349553943076
148000	-611.3857951326398	-0.2508397383326094	-611.1349553943072	1.0	1.0	0.2508397383326094	0.0	-611.1349553943072
149000	-611.2787113294863	-0.1437559351790948	-611.1349553943072	1.0	1.0	0.1437559351790948	0.0	-611.1349553943072
150000	-611.8645012379782	-0.7295458436709907	-611.1349553943072	1.0	1.0	0.7295458436709907	0.0	-611.1349553943072
151000	-612.6667864619042	-1.5318310675969473	-611.1349553943072	1.0	1.0	1.5318310675969473	0.0	-611.1349553943072
152000	-614.714221128874	-3.579265734566783	-611.1349553943072	1.0	1.0	3.579265734566783	0.0	-611.1349553943072
153000	-612.8871448153856	-1.7521894210783175	-611.1349553943072	1.0	1.0	1.7521894210783175	0.0	-611.1349553943072
154000	-614.0236173291689	-2.8886619348613207	-611.1349553943076	1.0	1.0	2.8886619348613207	0.0	-611.1349553943076
155000	-611.3184975265544	-0.18354213224717406	-611.1349553943072	1.0	1.0	0.18354213224717406	0.0	-611.1349553943072
156000	-611.3258617749664	-0.19090638065882826	-611.1349553943076	1.0	1.0	0.19090638065882826	0.0	-611.1349553943076
157000	-611.5649730118266	-0.4300176175191257	-611.1349553943076	1.0	1.0	0.4300176175191257	0.0	-611.1349553943076
158000	-611.3602898635008	-0.22533446919367475	-611.1349553943072	1.0	1.0	0.22533446919367475	0.0	-611.1349553943072
159000	-611.1703316475215	-0.03537625321432692	-611.1349553943072	1.0	1.0	0.03537625321432692	0.0	-611.1349553943072
160000	-611.8386654421199	-0.7037100478127408	-611.1349553943072	1.0	1.0	0.7037100478127408	0.0	-611.1349553943072
161000	-611.3035195881749	-0.16856419386767982	-611.1349553943072	1.0	1.0	0.16856419386767982	0.0	-611.1349553943072
162000	-611.2870494062223	-0.15209401191512759	-611.1349553943072	1.0	1.0	0.15209401191512759	0.0	-611.1349553943072
163000	-611.2721423982144	-0.13718700390694344	-611.1349553943076	1.0	1.0	0.13718700390694344	0.0	-611.1349553943076
164000	-611.2665855634253	-0.13163016911817924	-611.1349553943072	1.0	1.0	0.13163016911817924	0.0	-611.1349553943072
165000	-612.4178267809876	-1.2828713866804413	-611.1349553943072	1.0	1.0	1.2828713866804413	0.0	-611.1349553943072
166000	-611.3459267189883	-0.2109713246807516	-611.1349553943076	1.0	1.0	0.2109713246807516	0.0	-611.1349553943076
167000	-612.3416128918677	-1.2066574975601183	-611.1349553943076	1.0	1.0	1.2066574975601183	0.0	-611.1349553943076
168000	-611.8291336317288	-0.694178237421573	-611.1349553943072	1.0	1.0	0.694178237421573	0.0	-611.1349553943072
169000	-611.1805906794973	-0.045635285189693696	-611.1349553943076	1.0	1.0	0.045635285189693696	0.0	-611.1349553943076
170000	-612.1123838922939	-0.9774284979863397	-611.1349553943076	1.0	1.0	0.9774284979863397	0.0	-611.1349553943076
171000	-614.3174764071271	-3.1825210128198527	-611.1349553943072	1.0	1.0	3.1825210128198527	0.0	-611.1349553943072
172000	-611.1537460780451	-0.018790683737888367	-611.1349553943072	1.0	1.0	0.018790683737888367	0.0	-611.1349553943072
173000	-612.1730209459253	-1.0380655516180366	-611.1349553943072	1.0	1.0	1.0380655516180366	0.0	-611.1349553943072
174000	-611.6208541728573	-0.48589877854978375	-611.1349553943076	1.0	1.0	0.48589877854978375	0.0	-611.1349553943076
175000	-611.3903026629306	-0.2553472686230537	-611.1349553943076	1.0	1.0	0.2553472686230537	0.0	-611.1349553943076
176000	-611.180935131838	-0.045979737530880326	-611.1349553943072	1.0	1.0	0.045979737530880326	0.0	-611.1349553943072
177000	-612.109387844406	-0.9744324500984523	-611.1349553943076	1.0	1.0	0.9744324500984523	0.0	-611.1349553943076
178000	-611.5100468167259	-0.3750914224186472	-611.1349553943072	1.0	1.0	0.3750914224186472	0.0	-611.1349553943072
179000	-613.7421621528757	-2.607206758568191	-611.1349553943076	1.0	1.0	2.607206758568191	0.0	-611.1349553943076
180000	-612.3595002751332	-1.2245448808259767	-611.1349553943072	1.0	1.0	1.2245448808259767	0.0	-611.1349553943072
181000	-611.3818615233808	-0.24690612907364362	-611.1349553943072	1.0	1.0	0.24690612907364362	0.0	-611.1349553943072
182000	-611.3293870302855	-0.19443163597788773	-611.1349553943076	1.0	1.0	0.19443163597788773	0.0	-611.1349553943076
183000	-611.2523552449412	-0.11739985063369107	-611.1349553943076	1.0	1.0	0.11739985063369107	0.0	-611.1349553943076
184000	-614.0448812375663	-2.909925843259049	-611.1349553943072	1.0	1.0	2.909925843259049	0.0	-611.1349553943072
185000	-612.0547036833234	-0.9197482890162076	-611.1349553943072	1.0	1.0	0.9197482890162076	0.0	-611.1349553943072
186000	-612.9785772884849	-1.843621894177635	-611.1349553943072	1.0	1.0	1.843621894177635	0.0	-611.1349553943072
187000	-613.6872542080637	-2.5522988137564937	-611.1349553943072	1.0	1.0	2.5522988137564937	0.0	-611.1349553943072
188000	-614.1402073992518	-3.005252004944257	-611.1349553943076	1.0	1.0	3.005252004944257	0.0	-611.1349553943076
189000	-612.6943086554675	-1.5593532611599692	-611.1349553943076	1.0	1.0	1.5593532611599692	0.0	-611.1349553943076
190000	-611.7293998484137	-0.5944444541060997	-611.1349553943076	1.0	1.0	0.5944444541060997	0.0	-611.1349553943076
191000	-616.0237795864622	-4.888824192155001	-611.1349553943072	1.0	1.0	4.888824192155001	0.0	-611.1349553943072
192000	-612.4355621514457	-1.3006067571381454	-611.1349553943076	1.0	1.0	1.3006067571381454	0.0	-611.1349553943076
193000	-613.0285916463704	-1.8936362520631482	-611.1349553943072	1.0	1.0	1.8936362520631482	0.0	-611.1349553943072
194000	-611.8763209194361	-0.7413655251286109	-611.1349553943076	1.0	1.0	0.7413655251286109	0.0	-611.1349553943076
195000	-611.141617848619	-0.006662454311789934	-611.1349553943072	1.0	1.0	0.006662454311789934	0.0	-611.1349553943072
196000	-611.1891657669852	-0.05421037267767731	-611.1349553943076	1.0	1.0	0.05421037267767731	0.0	-611.1349553943076
197000	-612.2187333137651	-1.0837779194579205	-611.1349553943072	1.0	1.0	1.0837779194579205	0.0	-611.1349553943072
198000	-611.9521149760797	-0.8171595817720484	-611.1349553943076	1.0	1.0	0.8171595817720484	0.0	-611.1349553943076
199000	-614.2796507184124	-3.1446953241048865	-611.1349553943076	1.0	1.0	3.1446953241048865	0.0	-611.1349553943076
200000	-611.4683260445403	-0.3333706502330592	-611.1349553943072	1.0	1.0	0.3333706502330592	0.0	-611.1349553943072
201000	-612.3294977797203	-1.1945423854131147	-611.1349553943072	1.0	1.0	1.1945423854131147	0.0	-611.1349553943072
202000	-612.3725427515864	-1.2375873572788432	-611.1349553943076	1.0	1.0	1.2375873572788432	0.0	-611.1349553943076
203000	-611.302510547453	-0.1675551531458061	-611.1349553943072	1.0	1.0	0.1675551531458061	0.0	-611.1349553943072
204000	-611.2029170493412	-0.06796165503366643	-611.1349553943076	1.0	1.0	0.06796165503366643	0.0	-611.1349553943076
205000	-612.4427943762062	-1.307838981898563	-611.1349553943076	1.0	1.0	1.307838981898563	0.0	-611.1349553943076
206000	-612.054559329246	-0.9196039349387397	-611.1349553943072	1.0	1.0	0.9196039349387397	0.0	-611.1349553943072
207000	-611.2640782823803	-0.1291228880727503	-611.1349553943076	1.0	1.0	0.1291228880727503	0.0	-611.1349553943076
208000	-611.1499877201911	-0.015032325883854218	-611.1349553943072	1.0	1.0	0.015032325883854218	0.0	-611.1349553943072
209000	-615.3204514511738	-4.185496056866567	-611.1349553943072	1.0	1.0	4.185496056866567	0.0	-611.1349553943072
210000	-611.6733071867221	-0.5383517924149008	-611.1349553943072	1.0	1.0	0.5383517924149008	0.0	-611.1349553943072
211000	-613.4374810513576	-2.3025256570503654	-611.1349553943072	1.0	1.0	2.3025256570503654	0.0	-611.1349553943072
212000	-611.7414631683213	-0.6065077740140955	-611.1349553943072	1.0	1.0	0.6065077740140955	0.0	-611.1349553943072
213000	-611.6701631371285	-0.535207742820902	-611.1349553943076	1.0	1.0	0.535207742820902	0.0	-611.1349553943076
214000	-611.7329253671819	-0.5979699728743368	-611.1349553943076	1.0	1.0	0.5979699728743368	0.0	-611.1349553943076
215000	-612.6036080057822	-1.4686526114746519	-611.1349553943076	1.0	1.0	1.4686526114746519	0.0	-611.1349553943076
216000	-611.5470461835992	-0.41209078929162574	-611.1349553943076	1.0	1.0	0.41209078929162574	0.0	-611.1349553943076
217000	-611.2530068037826	-0.11805140947537571	-611.1349553943072	1.0	1.0	0.11805140947537571	0.0	-611.1349553943072
218000	-614.8004236470023	-3.6654682526950975	-611.1349553943072	1.0	1.0	3.6654682526950975	0.0	-611.1349553943072
219000	-611.335508602832	-0.20055320852473035	-611.1349553943072	1.0	1.0	0.20055320852473035	0.0	-611.1349553943072
220000	-611.2744594620059	-0.13950406769838566	-611.1349553943076	1.0	1.0	0.13950406769838566	0.0	-611.1349553943076
221000	-611.265559450584	-0.13060405627673827	-611.1349553943072	1.0	1.0	0.13060405627673827	0.0	-611.1349553943072
222000	-611.1952236211665	-0.06026822685896354	-611.1349553943076	1.0	1.0	0.06026822685896354	0.0	-611.1349553943076
223000	-611.6135658461881	-0.47861045188083295	-611.1349553943072	1.0	1.0	0.47861045188083295	0.0	-611.1349553943072
224000	-613.4462056238295	-2.311250229521963	-611.1349553943076	1.0	1.0	2.311250229521963	0.0	-611.1349553943076
225000	-611.9887585675963	-0.853803173288669	-611.1349553943076	1.0	1.0	0.853803173288669	0.0	-611.1349553943076
