CD_REFNIS,MS_SEX,<65 year,>=65year,TOTAL,,TX_DESCR_FR
43000,TOTAL,66594,18641,85235,Arrondissement Eeklo,Arrondissement d’Eeklo
43000,MAN,34042,8469,42511,Arrondissement Eeklo,Arrondissement d’Eeklo
43000,VROUW,32552,10172,42724,Arrondissement Eeklo,Arrondissement d’Eeklo
43002,TOTAL,11187,3069,14256,Assenede,Assenede
43002,MAN,5705,1388,7093,Assenede,Assenede
43002,VROUW,5482,1681,7163,Assenede,Assenede
43005,TOTAL,16295,4839,21134,Eeklo,Eeklo
43005,MAN,8277,2147,10424,Eeklo,Eeklo
43005,VROUW,8018,2692,10710,Eeklo,Eeklo
43007,TOTAL,5018,1416,6434,Kaprijke,Kaprijke
43007,MAN,2535,659,3194,Kaprijke,Kaprijke
43007,VROUW,2483,757,3240,Kaprijke,Kaprijke
43010,TOTAL,18651,5123,23774,Maldegem,Maldegem
43010,MAN,9524,2365,11889,Maldegem,Maldegem
43010,VROUW,9127,2758,11885,Maldegem,Maldegem
43014,TOTAL,5292,1491,6783,Sint-Laureins,Sint-Laureins
43014,MAN,2738,677,3415,Sint-Laureins,Sint-Laureins
43014,VROUW,2554,814,3368,Sint-Laureins,Sint-Laureins
43018,TOTAL,10151,2703,12854,Zelzate,Zelzate
43018,MAN,5263,1233,6496,Zelzate,Zelzate
43018,VROUW,4888,1470,6358,Zelzate,Zelzate
44000,TOTAL,454695,105827,560522,Arrondissement Gent,Arrondissement de Gand
44000,MAN,231024,46820,277844,Arrondissement Gent,Arrondissement de Gand
44000,VROUW,223671,59007,282678,Arrondissement Gent,Arrondissement de Gand
44012,TOTAL,8239,2444,10683,De Pinte,De Pinte
44012,MAN,4034,1091,5125,De Pinte,De Pinte
44012,VROUW,4205,1353,5558,De Pinte,De Pinte
44013,TOTAL,14136,4135,18271,Destelbergen,Destelbergen
44013,MAN,7079,1850,8929,Destelbergen,Destelbergen
44013,VROUW,7057,2285,9342,Destelbergen,Destelbergen
44019,TOTAL,28176,7271,35447,Evergem,Evergem
44019,MAN,14164,3286,17450,Evergem,Evergem
44019,VROUW,14012,3985,17997,Evergem,Evergem
44020,TOTAL,10176,2629,12805,Gavere,Gavere
44020,MAN,5110,1210,6320,Gavere,Gavere
44020,VROUW,5066,1419,6485,Gavere,Gavere
44021,TOTAL,218877,43342,262219,Gent,Gand
44021,MAN,112147,18571,130718,Gent,Gand
44021,VROUW,106730,24771,131501,Gent,Gand
44034,TOTAL,17970,4519,22489,Lochristi,Lochristi
44034,MAN,9048,2058,11106,Lochristi,Lochristi
44034,VROUW,8922,2461,11383,Lochristi,Lochristi
44040,TOTAL,9431,2305,11736,Melle,Melle
44040,MAN,4652,1000,5652,Melle,Melle
44040,VROUW,4779,1305,6084,Melle,Melle
44043,TOTAL,19708,4952,24660,Merelbeke,Merelbeke
44043,MAN,9870,2238,12108,Merelbeke,Merelbeke
44043,VROUW,9838,2714,12552,Merelbeke,Merelbeke
44045,TOTAL,5228,1253,6481,Moerbeke (Gent),Moerbeke (Gand)
44045,MAN,2653,587,3240,Moerbeke (Gent),Moerbeke (Gand)
44045,VROUW,2575,666,3241,Moerbeke (Gent),Moerbeke (Gand)
44048,TOTAL,9102,2517,11619,Nazareth,Nazareth
44048,MAN,4577,1125,5702,Nazareth,Nazareth
44048,VROUW,4525,1392,5917,Nazareth,Nazareth
44052,TOTAL,11033,2557,13590,Oosterzele,Oosterzele
44052,MAN,5638,1166,6804,Oosterzele,Oosterzele
44052,VROUW,5395,1391,6786,Oosterzele,Oosterzele
44064,TOTAL,6198,2194,8392,Sint-Martens-Latem,Sint-Martens-Latem
44064,MAN,3066,991,4057,Sint-Martens-Latem,Sint-Martens-Latem
44064,VROUW,3132,1203,4335,Sint-Martens-Latem,Sint-Martens-Latem
44073,TOTAL,6026,1745,7771,Wachtebeke,Wachtebeke
44073,MAN,3025,786,3811,Wachtebeke,Wachtebeke
44073,VROUW,3001,959,3960,Wachtebeke,Wachtebeke
44081,TOTAL,12945,2775,15720,Zulte,Zulte
44081,MAN,6624,1273,7897,Zulte,Zulte
44081,VROUW,6321,1502,7823,Zulte,Zulte
44083,TOTAL,34622,8949,43571,Deinze,Deinze
44083,MAN,17650,3975,21625,Deinze,Deinze
44083,VROUW,16972,4974,21946,Deinze,Deinze
44084,TOTAL,22763,6143,28906,Aalter,Aalter
44084,MAN,11689,2808,14497,Aalter,Aalter
44084,VROUW,11074,3335,14409,Aalter,Aalter
44085,TOTAL,20065,6097,26162,Lievegem,Lievegem
44085,MAN,9998,2805,12803,Lievegem,Lievegem
44085,VROUW,10067,3292,13359,Lievegem,Lievegem
45000,TOTAL,99182,25160,124342,Arrondissement Oudenaarde,Arrondissement d’Audenarde
45000,MAN,50303,11077,61380,Arrondissement Oudenaarde,Arrondissement d’Audenarde
45000,VROUW,48879,14083,62962,Arrondissement Oudenaarde,Arrondissement d’Audenarde
45035,TOTAL,24914,6479,31393,Oudenaarde,Audenarde
45035,MAN,12679,2845,15524,Oudenaarde,Audenarde
45035,VROUW,12235,3634,15869,Oudenaarde,Audenarde
45041,TOTAL,21544,4935,26479,Ronse,Renaix
45041,MAN,10890,2114,13004,Ronse,Renaix
45041,VROUW,10654,2821,13475,Ronse,Renaix
45059,TOTAL,11593,3208,14801,Brakel,Brakel
45059,MAN,5895,1369,7264,Brakel,Brakel
45059,VROUW,5698,1839,7537,Brakel,Brakel
45060,TOTAL,5204,1284,6488,Kluisbergen,Kluisbergen
45060,MAN,2663,558,3221,Kluisbergen,Kluisbergen
45060,VROUW,2541,726,3267,Kluisbergen,Kluisbergen
45061,TOTAL,5135,1262,6397,Wortegem-Petegem,Wortegem-Petegem
45061,MAN,2596,597,3193,Wortegem-Petegem,Wortegem-Petegem
45061,VROUW,2539,665,3204,Wortegem-Petegem,Wortegem-Petegem
45062,TOTAL,1485,551,2036,Horebeke,Horebeke
45062,MAN,752,228,980,Horebeke,Horebeke
45062,VROUW,733,323,1056,Horebeke,Horebeke
45063,TOTAL,5286,1330,6616,Lierde,Lierde
45063,MAN,2693,618,3311,Lierde,Lierde
45063,VROUW,2593,712,3305,Lierde,Lierde
45064,TOTAL,4845,1498,6343,Maarkedal,Maarkedal
45064,MAN,2434,643,3077,Maarkedal,Maarkedal
45064,VROUW,2411,855,3266,Maarkedal,Maarkedal
45065,TOTAL,6545,1603,8148,Zwalm,Zwalin
45065,MAN,3286,732,4018,Zwalm,Zwalin
45065,VROUW,3259,871,4130,Zwalm,Zwalin
45068,TOTAL,12631,3010,15641,Kruisem,Kruisem
45068,MAN,6415,1373,7788,Kruisem,Kruisem
45068,VROUW,6216,1637,7853,Kruisem,Kruisem
46000,TOTAL,202736,49787,252523,Arrondissement Sint-Niklaas,Arrondissement de Saint-Nicolas
46000,MAN,101877,22560,124437,Arrondissement Sint-Niklaas,Arrondissement de Saint-Nicolas
46000,VROUW,100859,27227,128086,Arrondissement Sint-Niklaas,Arrondissement de Saint-Nicolas
46003,TOTAL,38433,10235,48668,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas)
46003,MAN,19384,4720,24104,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas)
46003,VROUW,19049,5515,24564,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas)
46013,TOTAL,13384,3361,16745,Kruibeke,Kruibeke
46013,MAN,6716,1560,8276,Kruibeke,Kruibeke
46013,VROUW,6668,1801,8469,Kruibeke,Kruibeke
46014,TOTAL,34175,7515,41690,Lokeren,Lokeren
46014,MAN,17115,3405,20520,Lokeren,Lokeren
46014,VROUW,17060,4110,21170,Lokeren,Lokeren
46020,TOTAL,15496,3874,19370,Sint-Gillis-Waas,Sint-Gillis-Waas
46020,MAN,7842,1787,9629,Sint-Gillis-Waas,Sint-Gillis-Waas
46020,VROUW,7654,2087,9741,Sint-Gillis-Waas,Sint-Gillis-Waas
46021,TOTAL,62326,15353,77679,Sint-Niklaas (Sint-Niklaas),Saint-Nicolas (Saint-Nicolas)
46021,MAN,31310,6735,38045,Sint-Niklaas (Sint-Niklaas),Saint-Nicolas (Saint-Nicolas)
46021,VROUW,31016,8618,39634,Sint-Niklaas (Sint-Niklaas),Saint-Nicolas (Saint-Nicolas)
46024,TOTAL,14642,3803,18445,Stekene,Stekene
46024,MAN,7300,1741,9041,Stekene,Stekene
46024,VROUW,7342,2062,9404,Stekene,Stekene
46025,TOTAL,24280,5646,29926,Temse,Tamise
46025,MAN,12210,2612,14822,Temse,Tamise
46025,VROUW,12070,3034,15104,Temse,Tamise
50000,TOTAL,1093995,250246,1344241,Provincie Henegouwen,Province du Hainaut
50000,MAN,549812,104373,654185,Provincie Henegouwen,Province du Hainaut
50000,VROUW,544183,145873,690056,Provincie Henegouwen,Province du Hainaut
51000,TOTAL,104157,23758,127915,Arrondissement Aat,Arrondissement d’Ath
51000,MAN,52502,10125,62627,Arrondissement Aat,Arrondissement d’Ath
51000,VROUW,51655,13633,65288,Arrondissement Aat,Arrondissement d’Ath
51004,TOTAL,23552,5759,29311,Aat,Ath
51004,MAN,11792,2376,14168,Aat,Ath
51004,VROUW,11760,3383,15143,Aat,Ath
51008,TOTAL,11626,2442,14068,Beloeil,Beloeil
51008,MAN,5906,1032,6938,Beloeil,Beloeil
51008,VROUW,5720,1410,7130,Beloeil,Beloeil
51009,TOTAL,9751,2108,11859,Bernissart,Bernissart
51009,MAN,4890,903,5793,Bernissart,Bernissart
51009,VROUW,4861,1205,6066,Bernissart,Bernissart
51012,TOTAL,3179,549,3728,Brugelette,Brugelette
51012,MAN,1631,242,1873,Brugelette,Brugelette
51012,VROUW,1548,307,1855,Brugelette,Brugelette
51014,TOTAL,5788,1128,6916,Chièvres,Chièvres
51014,MAN,2934,470,3404,Chièvres,Chièvres
51014,VROUW,2854,658,3512,Chièvres,Chièvres
51017,TOTAL,4754,1221,5975,Elzele,Ellezelles
51017,MAN,2415,538,2953,Elzele,Ellezelles
51017,VROUW,2339,683,3022,Elzele,Ellezelles
51019,TOTAL,2705,742,3447,Vloesberg,Flobecq
51019,MAN,1378,322,1700,Vloesberg,Flobecq
51019,VROUW,1327,420,1747,Vloesberg,Flobecq
51065,TOTAL,9530,2284,11814,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
51065,MAN,4808,1001,5809,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
51065,VROUW,4722,1283,6005,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing
51067,TOTAL,11230,2587,13817,Edingen,Enghien
51067,MAN,5621,1089,6710,Edingen,Enghien
51067,VROUW,5609,1498,7107,Edingen,Enghien
51068,TOTAL,6794,1530,8324,Opzullik,Silly
51068,MAN,3448,705,4153,Opzullik,Silly
51068,VROUW,3346,825,4171,Opzullik,Silly
51069,TOTAL,15248,3408,18656,Lessen,Lessines
51069,MAN,7679,1447,9126,Lessen,Lessines
51069,VROUW,7569,1961,9530,Lessen,Lessines
52000,TOTAL,324375,72264,396639,Arrondissement Charleroi,Arrondissement de Charleroi
52000,MAN,162713,30001,192714,Arrondissement Charleroi,Arrondissement de Charleroi
52000,VROUW,161662,42263,203925,Arrondissement Charleroi,Arrondissement de Charleroi
52010,TOTAL,11928,2809,14737,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont
52010,MAN,5910,1157,7067,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont
52010,VROUW,6018,1652,7670,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont
52011,TOTAL,166645,35622,202267,Charleroi,Charleroi
52011,MAN,84167,14635,98802,Charleroi,Charleroi
52011,VROUW,82478,20987,103465,Charleroi,Charleroi
52012,TOTAL,29108,6795,35903,Châtelet,Châtelet
52012,MAN,14595,2763,17358,Châtelet,Châtelet
52012,VROUW,14513,4032,18545,Châtelet,Châtelet
52015,TOTAL,25882,5417,31299,Courcelles,Courcelles
52015,MAN,12920,2274,15194,Courcelles,Courcelles
52015,VROUW,12962,3143,16105,Courcelles,Courcelles
52018,TOTAL,9527,1789,11316,Farciennes,Farciennes
52018,MAN,4740,755,5495,Farciennes,Farciennes
52018,VROUW,4787,1034,5821,Farciennes,Farciennes
52021,TOTAL,18693,4225,22918,Fleurus,Fleurus
52021,MAN,9323,1774,11097,Fleurus,Fleurus
52021,VROUW,9370,2451,11821,Fleurus,Fleurus
52022,TOTAL,14518,3288,17806,Fontaine-l’Evêque,Fontaine-l’Evêque
52022,MAN,7252,1323,8575,Fontaine-l’Evêque,Fontaine-l’Evêque
52022,VROUW,7266,1965,9231,Fontaine-l’Evêque,Fontaine-l’Evêque
52025,TOTAL,9656,3060,12716,Gerpinnes,Gerpinnes
52025,MAN,4790,1336,6126,Gerpinnes,Gerpinnes
52025,VROUW,4866,1724,6590,Gerpinnes,Gerpinnes
52048,TOTAL,7680,2432,10112,Montigny-le-Tilleul,Montigny-le-Tilleul
52048,MAN,3758,1028,4786,Montigny-le-Tilleul,Montigny-le-Tilleul
52048,VROUW,3922,1404,5326,Montigny-le-Tilleul,Montigny-le-Tilleul
52055,TOTAL,14283,3088,17371,Pont-à-Celles,Pont-à-Celles
52055,MAN,7095,1342,8437,Pont-à-Celles,Pont-à-Celles
52055,VROUW,7188,1746,8934,Pont-à-Celles,Pont-à-Celles
52074,TOTAL,8773,1970,10743,Aiseau-Presles,Aiseau-Presles
52074,MAN,4328,848,5176,Aiseau-Presles,Aiseau-Presles
52074,VROUW,4445,1122,5567,Aiseau-Presles,Aiseau-Presles
52075,TOTAL,7682,1769,9451,Les Bons Villers,Les Bons Villers
52075,MAN,3835,766,4601,Les Bons Villers,Les Bons Villers
52075,VROUW,3847,1003,4850,Les Bons Villers,Les Bons Villers
53000,TOTAL,211514,47485,258999,Arrondissement Bergen,Arrondissement de Mons
53000,MAN,105665,19369,125034,Arrondissement Bergen,Arrondissement de Mons
53000,VROUW,105849,28116,133965,Arrondissement Bergen,Arrondissement de Mons
53014,TOTAL,16123,3701,19824,Boussu,Boussu
53014,MAN,7949,1461,9410,Boussu,Boussu
53014,VROUW,8174,2240,10414,Boussu,Boussu
53020,TOTAL,13586,3058,16644,Dour,Dour
53020,MAN,6781,1217,7998,Dour,Dour
53020,VROUW,6805,1841,8646,Dour,Dour
53028,TOTAL,17909,4025,21934,Frameries,Frameries
53028,MAN,8807,1617,10424,Frameries,Frameries
53028,VROUW,9102,2408,11510,Frameries,Frameries
53039,TOTAL,5546,1282,6828,Hensies,Hensies
53039,MAN,2761,537,3298,Hensies,Hensies
53039,VROUW,2785,745,3530,Hensies,Hensies
53044,TOTAL,8529,1854,10383,Jurbeke,Jurbise
53044,MAN,4218,834,5052,Jurbeke,Jurbise
53044,VROUW,4311,1020,5331,Jurbeke,Jurbise
53046,TOTAL,3785,740,4525,Lens,Lens
53046,MAN,1895,322,2217,Lens,Lens
53046,VROUW,1890,418,2308,Lens,Lens
53053,TOTAL,78443,17170,95613,Bergen,Mons
53053,MAN,39490,6944,46434,Bergen,Mons
53053,VROUW,38953,10226,49179,Bergen,Mons
53065,TOTAL,15616,3391,19007,Quaregnon,Quaregnon
53065,MAN,7779,1364,9143,Quaregnon,Quaregnon
53065,VROUW,7837,2027,9864,Quaregnon,Quaregnon
53068,TOTAL,5532,1290,6822,Quiévrain,Quiévrain
53068,MAN,2756,511,3267,Quiévrain,Quiévrain
53068,VROUW,2776,779,3555,Quiévrain,Quiévrain
53070,TOTAL,18445,4866,23311,Saint-Ghislain,Saint-Ghislain
53070,MAN,9166,1994,11160,Saint-Ghislain,Saint-Ghislain
53070,VROUW,9279,2872,12151,Saint-Ghislain,Saint-Ghislain
53082,TOTAL,17217,3594,20811,Colfontaine,Colfontaine
53082,MAN,8628,1469,10097,Colfontaine,Colfontaine
53082,VROUW,8589,2125,10714,Colfontaine,Colfontaine
53083,TOTAL,4223,936,5159,Honnelles,Honnelles
53083,MAN,2159,428,2587,Honnelles,Honnelles
53083,VROUW,2064,508,2572,Honnelles,Honnelles
53084,TOTAL,6560,1578,8138,Quévy,Quévy
53084,MAN,3276,671,3947,Quévy,Quévy
53084,VROUW,3284,907,4191,Quévy,Quévy
55000,TOTAL,85855,18678,104533,Arrondissement Zinnik,Arrondissement de Soignies
55000,MAN,43146,7989,51135,Arrondissement Zinnik,Arrondissement de Soignies
55000,VROUW,42709,10689,53398,Arrondissement Zinnik,Arrondissement de Soignies
55004,TOTAL,18149,3752,21901,’s Gravenbrakel,Braine-le-Comte
55004,MAN,9139,1631,10770,’s Gravenbrakel,Braine-le-Comte
55004,VROUW,9010,2121,11131,’s Gravenbrakel,Braine-le-Comte
55035,TOTAL,7109,1607,8716,Le Roeulx,Le Roeulx
55035,MAN,3580,700,4280,Le Roeulx,Le Roeulx
55035,VROUW,3529,907,4436,Le Roeulx,Le Roeulx
55040,TOTAL,22768,5248,28016,Zinnik,Soignies
55040,MAN,11385,2210,13595,Zinnik,Soignies
55040,VROUW,11383,3038,14421,Zinnik,Soignies
55050,TOTAL,9226,1933,11159,Ecaussinnes,Ecaussinnes
55050,MAN,4620,814,5434,Ecaussinnes,Ecaussinnes
55050,VROUW,4606,1119,5725,Ecaussinnes,Ecaussinnes
55085,TOTAL,9328,2105,11433,Seneffe,Seneffe
55085,MAN,4704,901,5605,Seneffe,Seneffe
55085,VROUW,4624,1204,5828,Seneffe,Seneffe
55086,TOTAL,19275,4033,23308,Manage,Manage
55086,MAN,9718,1733,11451,Manage,Manage
55086,VROUW,9557,2300,11857,Manage,Manage
56000,TOTAL,73501,18177,91678,Arrondissement Thuin,Arrondissement de Thuin
56000,MAN,37161,7933,45094,Arrondissement Thuin,Arrondissement de Thuin
56000,VROUW,36340,10244,46584,Arrondissement Thuin,Arrondissement de Thuin
56001,TOTAL,9944,2317,12261,Anderlues,Anderlues
56001,MAN,5041,963,6004,Anderlues,Anderlues
56001,VROUW,4903,1354,6257,Anderlues,Anderlues
56005,TOTAL,5785,1339,7124,Beaumont,Beaumont
56005,MAN,2987,580,3567,Beaumont,Beaumont
56005,VROUW,2798,759,3557,Beaumont,Beaumont
56016,TOTAL,7792,2013,9805,Chimay,Chimay
56016,MAN,3941,884,4825,Chimay,Chimay
56016,VROUW,3851,1129,4980,Chimay,Chimay
56022,TOTAL,8236,1767,10003,Erquelinnes,Erquelinnes
56022,MAN,4124,731,4855,Erquelinnes,Erquelinnes
56022,VROUW,4112,1036,5148,Erquelinnes,Erquelinnes
56029,TOTAL,3209,750,3959,Froidchapelle,Froidchapelle
56029,MAN,1674,338,2012,Froidchapelle,Froidchapelle
56029,VROUW,1535,412,1947,Froidchapelle,Froidchapelle
56044,TOTAL,4770,1062,5832,Lobbes,Lobbes
56044,MAN,2390,462,2852,Lobbes,Lobbes
56044,VROUW,2380,600,2980,Lobbes,Lobbes
56049,TOTAL,3561,705,4266,Merbes-le-Château,Merbes-le-Château
56049,MAN,1804,312,2116,Merbes-le-Château,Merbes-le-Château
56049,VROUW,1757,393,2150,Merbes-le-Château,Merbes-le-Château
56051,TOTAL,4307,998,5305,Momignies,Momignies
56051,MAN,2231,436,2667,Momignies,Momignies
56051,VROUW,2076,562,2638,Momignies,Momignies
56078,TOTAL,11488,3214,14702,Thuin,Thuin
56078,MAN,5829,1409,7238,Thuin,Thuin
56078,VROUW,5659,1805,7464,Thuin,Thuin
56086,TOTAL,10568,3055,13623,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes
56086,MAN,5215,1363,6578,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes
56086,VROUW,5353,1692,7045,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes
56088,TOTAL,3841,957,4798,Sivry-Rance,Sivry-Rance
56088,MAN,1925,455,2380,Sivry-Rance,Sivry-Rance
56088,VROUW,1916,502,2418,Sivry-Rance,Sivry-Rance
57000,TOTAL,180047,43370,223417,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron
57000,MAN,91378,17937,109315,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron
57000,VROUW,88669,25433,114102,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron
57003,TOTAL,6228,1459,7687,Antoing,Antoing
57003,MAN,3147,595,3742,Antoing,Antoing
57003,VROUW,3081,864,3945,Antoing,Antoing
57018,TOTAL,4656,1010,5666,Celles (Doornik),Celles (Tournai)
57018,MAN,2373,429,2802,Celles (Doornik),Celles (Tournai)
57018,VROUW,2283,581,2864,Celles (Doornik),Celles (Tournai)
57027,TOTAL,8657,1821,10478,Estaimpuis,Estaimpuis
57027,MAN,4366,773,5139,Estaimpuis,Estaimpuis
57027,VROUW,4291,1048,5339,Estaimpuis,Estaimpuis
57062,TOTAL,4622,1076,5698,Pecq,Pecq
57062,MAN,2358,466,2824,Pecq,Pecq
57062,VROUW,2264,610,2874,Pecq,Pecq
57064,TOTAL,14031,3128,17159,Péruwelz,Péruwelz
57064,MAN,7098,1296,8394,Péruwelz,Péruwelz
57064,VROUW,6933,1832,8765,Péruwelz,Péruwelz
57072,TOTAL,4127,1040,5167,Rumes,Rumes
57072,MAN,2096,454,2550,Rumes,Rumes
57072,VROUW,2031,586,2617,Rumes,Rumes
57081,TOTAL,55143,14227,69370,Doornik,Tournai
57081,MAN,28200,5841,34041,Doornik,Tournai
57081,VROUW,26943,8386,35329,Doornik,Tournai
57093,TOTAL,6652,1428,8080,Brunehaut,Brunehaut
57093,MAN,3407,610,4017,Brunehaut,Brunehaut
57093,VROUW,3245,818,4063,Brunehaut,Brunehaut
57094,TOTAL,11208,2642,13850,Leuze-en-Hainaut,Leuze-en-Hainaut
57094,MAN,5658,1080,6738,Leuze-en-Hainaut,Leuze-en-Hainaut
57094,VROUW,5550,1562,7112,Leuze-en-Hainaut,Leuze-en-Hainaut
57095,TOTAL,3089,675,3764,Mont-de-l’Enclus,Mont-de-l’Enclus
57095,MAN,1600,301,1901,Mont-de-l’Enclus,Mont-de-l’Enclus
57095,VROUW,1489,374,1863,Mont-de-l’Enclus,Mont-de-l’Enclus
57096,TOTAL,47415,11059,58474,Moeskroen,Mouscron
57096,MAN,23860,4528,28388,Moeskroen,Mouscron
57096,VROUW,23555,6531,30086,Moeskroen,Mouscron
57097,TOTAL,14219,3805,18024,Komen-Waasten,Comines-Warneton
57097,MAN,7215,1564,8779,Komen-Waasten,Comines-Warneton
57097,VROUW,7004,2241,9245,Komen-Waasten,Comines-Warneton
58000,TOTAL,114546,26514,141060,Arrondissement La Louvière,Arrondissement de La Louvière
58000,MAN,57247,11019,68266,Arrondissement La Louvière,Arrondissement de La Louvière
58000,VROUW,57299,15495,72794,Arrondissement La Louvière,Arrondissement de La Louvière
58001,TOTAL,66030,14727,80757,La Louvière,La Louvière
58001,MAN,32981,6186,39167,La Louvière,La Louvière
58001,VROUW,33049,8541,41590,La Louvière,La Louvière
58002,TOTAL,26719,6754,33473,Binche,Binche
58002,MAN,13269,2786,16055,Binche,Binche
58002,VROUW,13450,3968,17418,Binche,Binche
58003,TOTAL,6379,1386,7765,Estinnes,Estinnes
58003,MAN,3242,586,3828,Estinnes,Estinnes
58003,VROUW,3137,800,3937,Estinnes,Estinnes
58004,TOTAL,15418,3647,19065,Morlanwelz,Morlanwelz
58004,MAN,7755,1461,9216,Morlanwelz,Morlanwelz
58004,VROUW,7663,2186,9849,Morlanwelz,Morlanwelz
60000,TOTAL,899694,207298,1106992,Provincie Luik,Province de Liège
60000,MAN,452049,89726,541775,Provincie Luik,Province de Liège
60000,VROUW,447645,117572,565217,Provincie Luik,Province de Liège
61000,TOTAL,93208,20201,113409,Arrondissement Hoei,Arrondissement de Huy
61000,MAN,46871,8908,55779,Arrondissement Hoei,Arrondissement de Huy
61000,VROUW,46337,11293,57630,Arrondissement Hoei,Arrondissement de Huy
61003,TOTAL,11822,2590,14412,Amay,Amay
61003,MAN,5890,1121,7011,Amay,Amay
61003,VROUW,5932,1469,7401,Amay,Amay
61010,TOTAL,2777,461,3238,Burdinne,Burdinne
61010,MAN,1425,206,1631,Burdinne,Burdinne
61010,VROUW,1352,255,1607,Burdinne,Burdinne
61012,TOTAL,3847,790,4637,Clavier,Clavier
61012,MAN,1929,347,2276,Clavier,Clavier
61012,VROUW,1918,443,2361,Clavier,Clavier
61019,TOTAL,4021,914,4935,Ferrières,Ferrières
61019,MAN,2074,436,2510,Ferrières,Ferrières
61019,VROUW,1947,478,2425,Ferrières,Ferrières
61024,TOTAL,3068,812,3880,Hamoir,Hamoir
61024,MAN,1574,375,1949,Hamoir,Hamoir
61024,VROUW,1494,437,1931,Hamoir,Hamoir
61028,TOTAL,4647,728,5375,Héron,Héron
61028,MAN,2317,340,2657,Héron,Héron
61028,VROUW,2330,388,2718,Héron,Héron
61031,TOTAL,16967,4260,21227,Hoei,Huy
61031,MAN,8590,1694,10284,Hoei,Huy
61031,VROUW,8377,2566,10943,Hoei,Huy
61039,TOTAL,4609,860,5469,Marchin,Marchin
61039,MAN,2289,411,2700,Marchin,Marchin
61039,VROUW,2320,449,2769,Marchin,Marchin
61041,TOTAL,3572,640,4212,Modave,Modave
61041,MAN,1804,306,2110,Modave,Modave
61041,VROUW,1768,334,2102,Modave,Modave
61043,TOTAL,4583,1170,5753,Nandrin,Nandrin
61043,MAN,2290,537,2827,Nandrin,Nandrin
61043,VROUW,2293,633,2926,Nandrin,Nandrin
61048,TOTAL,2282,494,2776,Ouffet,Ouffet
61048,MAN,1142,222,1364,Ouffet,Ouffet
61048,VROUW,1140,272,1412,Ouffet,Ouffet
61063,TOTAL,3559,669,4228,Verlaine,Verlaine
61063,MAN,1782,316,2098,Verlaine,Verlaine
61063,VROUW,1777,353,2130,Verlaine,Verlaine
61068,TOTAL,5533,963,6496,Villers-Le-Bouillet,Villers-Le-Bouillet
61068,MAN,2779,436,3215,Villers-Le-Bouillet,Villers-Le-Bouillet
61068,VROUW,2754,527,3281,Villers-Le-Bouillet,Villers-Le-Bouillet
61072,TOTAL,11118,2620,13738,Wanze,Wanze
61072,MAN,5579,1137,6716,Wanze,Wanze
61072,VROUW,5539,1483,7022,Wanze,Wanze
61079,TOTAL,3439,750,4189,Anthisnes,Anthisnes
61079,MAN,1730,346,2076,Anthisnes,Anthisnes
61079,VROUW,1709,404,2113,Anthisnes,Anthisnes
61080,TOTAL,5149,989,6138,Engis,Engis
61080,MAN,2577,462,3039,Engis,Engis
61080,VROUW,2572,527,3099,Engis,Engis
61081,TOTAL,2215,491,2706,Tinlot,Tinlot
61081,MAN,1100,216,1316,Tinlot,Tinlot
61081,VROUW,1115,275,1390,Tinlot,Tinlot
62000,TOTAL,505963,118459,624422,Arrondissement Luik,Arrondissement de Liège
62000,MAN,253933,50381,304314,Arrondissement Luik,Arrondissement de Liège
62000,VROUW,252030,68078,320108,Arrondissement Luik,Arrondissement de Liège
62003,TOTAL,22523,5850,28373,Ans,Ans
62003,MAN,11137,2380,13517,Ans,Ans
62003,VROUW,11386,3470,14856,Ans,Ans
62006,TOTAL,7248,2070,9318,Awans,Awans
62006,MAN,3574,881,4455,Awans,Awans
62006,VROUW,3674,1189,4863,Awans,Awans
62009,TOTAL,10143,2293,12436,Aywaille,Aywaille
62009,MAN,5083,1041,6124,Aywaille,Aywaille
62009,VROUW,5060,1252,6312,Aywaille,Aywaille
62011,TOTAL,7242,1663,8905,Bitsingen,Bassenge
62011,MAN,3685,737,4422,Bitsingen,Bassenge
62011,VROUW,3557,926,4483,Bitsingen,Bassenge
62015,TOTAL,9667,2262,11929,Beyne-Heusay,Beyne-Heusay
62015,MAN,4764,981,5745,Beyne-Heusay,Beyne-Heusay
62015,VROUW,4903,1281,6184,Beyne-Heusay,Beyne-Heusay
62022,TOTAL,15461,5339,20800,Chaudfontaine,Chaudfontaine
