trait	location	collection_date	latitude	longitude
France/N4427/2020	other	23/03/2020	NA	NA
France/ARA1307/2020	other	24/03/2020	NA	NA
France/ARA12371/2020	other	23/03/2020	NA	NA
France/Lyon_0693/2020	other	08/03/2020	NA	NA
France/ARA12877/2020	other	23/03/2020	NA	NA
USA/FL_1177/2020	other	06/03/2020	NA	NA
Australia/NT10/2020	other	26/03/2020	NA	NA
USA/CA-CDPH-UC24/2020	other	07/03/2020	NA	NA
USA/FL_7169/2020	other	02/03/2020	NA	NA
Netherlands/ZuidHolland_34/2020	other	16/03/2020	NA	NA
Netherlands/NA_174/2020	other	22/03/2020	NA	NA
Netherlands/ZuidHolland_89/2020	other	27/03/2020	NA	NA
Netherlands/NA_301/2020	other	01/04/2020	NA	NA
Australia/VIC845/2020	other	04/04/2020	NA	NA
Australia/VIC837/2020	other	04/04/2020	NA	NA
Australia/VIC818/2020	other	03/04/2020	NA	NA
Netherlands/NA_28/2020	other	12/03/2020	NA	NA
Netherlands/NA_52/2020	other	14/03/2020	NA	NA
Netherlands/NA_18/2020	other	09/03/2020	NA	NA
Netherlands/NA_17/2020	other	09/03/2020	NA	NA
Netherlands/NA_126/2020	other	17/03/2020	NA	NA
Netherlands/NA_196/2020	other	23/03/2020	NA	NA
Netherlands/ZuidHolland_77/2020	other	26/03/2020	NA	NA
Netherlands/NoordHolland_5/2020	other	29/03/2020	NA	NA
Netherlands/NA_268/2020	other	30/03/2020	NA	NA
Netherlands/ZuidHolland_56/2020	other	23/03/2020	NA	NA
France/B1623/2020	other	26/02/2020	NA	NA
Canada/ON_PHL1898/2020	other	13/03/2020	NA	NA
France/ARA12759/2020	other	23/03/2020	NA	NA
France/ARA09428/2020	other	15/03/2020	NA	NA
Iceland/44/2020	other	04/03/2020	NA	NA
France/Lyon_0668/2020	other	06/03/2020	NA	NA
Iceland/42/2020	other	04/03/2020	NA	NA
France/ARA1284/2020	other	23/03/2020	NA	NA
France/ARA12222/2020	other	22/03/2020	NA	NA
France/ARA11939/2020	other	21/03/2020	NA	NA
France/ARA12260/2020	other	22/03/2020	NA	NA
France/ARA11949/2020	other	21/03/2020	NA	NA
France/ARA11950/2020	other	21/03/2020	NA	NA
France/ARA10968/2020	other	18/03/2020	NA	NA
France/ARA10910/2020	other	18/03/2020	NA	NA
France/ARA11952/2020	other	21/03/2020	NA	NA
France/ARA12499/2020	other	23/03/2020	NA	NA
Poland/1104795/2020	other	18/03/2020	NA	NA
USA/NY-NYUMC181/2020	other	01/04/2020	NA	NA
France/ARA10552/2020	other	17/03/2020	NA	NA
France/ARA10192/2020	other	17/03/2020	NA	NA
USA/WA-UW133/2020	other	12/03/2020	NA	NA
USA/NY-NYUMC232/2020	other	06/04/2020	NA	NA
Taiwan/TSGH-14/2020	other	24/03/2020	NA	NA
USA/IL_0087/2020	other	07/03/2020	NA	NA
USA/PA_2734/2020	other	07/03/2020	NA	NA
Taiwan/CGMH-CGU-16/2020	other	16/03/2020	NA	NA
USA/MD_0026/2020	other	04/03/2020	NA	NA
USA/TX_2817/2020	other	01/03/2020	NA	NA
Canada/ON_PHLH6415/2020	other	12/03/2020	NA	NA
Canada/BC_6004567/2020	other	10/03/2020	NA	NA
USA/MN25-MDH25/2020	other	12/03/2020	NA	NA
USA/PA_4405/2020	other	06/03/2020	NA	NA
USA/NJ_3201/2020	other	04/03/2020	NA	NA
Canada/BC_5275718/2020	other	11/03/2020	NA	NA
Canada/BC_5979789/2020	other	11/03/2020	NA	NA
USA/WI-127/2020	other	07/04/2020	NA	NA
USA/WI-144/2020	other	06/04/2020	NA	NA
Japan/P3-1/2020	other	09/03/2020	NA	NA
Japan/P3-2/2020	other	20/03/2020	NA	NA
SaudiArabia/SCDC-3321/2020	other	10/03/2020	NA	NA
Finland/13M64/2020	other	13/03/2020	NA	NA
Finland/14M26/2020	other	14/03/2020	NA	NA
USA/CT-UW331/2020	other	14/03/2020	NA	NA
USA/AZ-TG271886/2020	other	26/03/2020	NA	NA
USA/AZ-TG271890/2020	other	26/03/2020	NA	NA
USA/AZ-TG271888/2020	other	26/03/2020	NA	NA
USA/AZ-TG271922/2020	other	26/03/2020	NA	NA
USA/AZ-TG271882/2020	other	20/03/2020	NA	NA
USA/AZ-TG273316/2020	other	02/04/2020	NA	NA
USA/AZ-TG273304/2020	other	01/04/2020	NA	NA
USA/AZ-TG271894/2020	other	26/03/2020	NA	NA
USA/AZ-TG271900/2020	other	27/03/2020	NA	NA
USA/AZ-TG271898/2020	other	27/03/2020	NA	NA
USA/AZ-TG273286/2020	other	30/03/2020	NA	NA
USA/AZ-TG273318/2020	other	02/04/2020	NA	NA
USA/AZ-TG271896/2020	other	27/03/2020	NA	NA
DRC/81/2020	other	18/03/2020	NA	NA
Belgium/ULG-10098/2020	Belgium	06/04/2020	648912.530639794	740689.229599593
Belgium/ULG-10103/2020	Belgium	06/04/2020	637923.343503625	734620.500471695
Belgium/ULG-9620/2020	Belgium	22/03/2020	623949.138388547	731510.933047588
Belgium/ULG-10085/2020	Belgium	04/04/2020	645146.633445751	747700.411207736
Belgium/ULG-10097/2020	Belgium	06/04/2020	640485.519786934	732289.471125466
Belgium/ULG-10130/2020	Belgium	07/04/2020	641795.864716547	729013.12786839
Belgium/ULG-10035/2020	Belgium	31/03/2020	652388.537258719	740952.673131899
Belgium/ULG-10117/2020	Belgium	07/04/2020	643242.062065421	723826.384664562
Belgium/ULG-10009/2020	Belgium	30/03/2020	644106.649402009	718545.007208174
Belgium/ULG-10003/2020	Belgium	30/03/2020	655788.2614345	729165.810566556
Belgium/ULG-10011/2020	Belgium	30/03/2020	624983.430083702	789593.035738231
Belgium/ULG-6670/2020	Belgium	14/03/2020	649903.792431566	735107.598751904
Belgium/ULG-6732/2020	Belgium	14/03/2020	642289.70558185	733847.636947502
Turkey/GLAB-CoV008/2020	other	13/04/2020	NA	NA
Belgium/ULG-10106/2020	Belgium	07/04/2020	652970.554670323	740168.147160877
Belgium/ULG-10126/2020	Belgium	07/04/2020	649714.725280529	732350.279718027
Belgium/ULG-10026/2020	Belgium	31/03/2020	645407.136266139	706694.666129444
Belgium/ULG-10133/2020	Belgium	07/04/2020	588492.462575092	693188.590500933
Turkey/GLAB-CoV012/2020	other	17/04/2020	NA	NA
Netherlands/NA_291/2020	other	01/04/2020	NA	NA
Belgium/ULG-9732/2020	Belgium	22/03/2020	650760.088161863	739734.301079757
Belgium/ULG-8617/2020	Belgium	19/03/2020	645345.027843318	733869.287279261
Belgium/ULG-10012/2020	Belgium	31/03/2020	648856.734559048	734325.208997979
Belgium/ULG-10054/2020	Belgium	05/04/2020	654832.794551251	753887.634095586
Belgium/ULG-9694/2020	Belgium	22/03/2020	643168.324020918	732651.82044339
Netherlands/NA_212/2020	other	24/03/2020	NA	NA
USA/WA-UW-4329/2020	other	29/03/2020	NA	NA
Canada/ON_PHL8751/2020	other	29/02/2020	NA	NA
USA/NY-NYUMC190/2020	other	01/04/2020	NA	NA
USA/OH_0019/2020	other	08/03/2020	NA	NA
USA/VA_6377/2020	other	08/03/2020	NA	NA
Japan/P1/2020	other	08/03/2020	NA	NA
USA/WI-121/2020	other	11/04/2020	NA	NA
Canada/BC_5306970/2020	other	11/03/2020	NA	NA
USA/CT-UW238/2020	other	12/03/2020	NA	NA
Australia/VIC562/2020	other	24/03/2020	NA	NA
USA/VA-DCLS-0053/2020	other	27/03/2020	NA	NA
USA/NY-NYUMC169/2020	other	01/04/2020	NA	NA
USA/VA-DCLS-0054/2020	other	29/03/2020	NA	NA
USA/VA-DCLS-0060/2020	other	31/03/2020	NA	NA
USA/WI-21/2020	other	16/03/2020	NA	NA
USA/OH_0020/2020	other	07/03/2020	NA	NA
USA/PA_2735/2020	other	07/03/2020	NA	NA
Taiwan/NTU03/2020	other	02/03/2020	NA	NA
USA/CT-Yale-021/2020	other	19/03/2020	NA	NA
USA/WI-226/2020	other	26/03/2020	NA	NA
USA/WI-204/2020	other	25/03/2020	NA	NA
USA/WI-140/2020	other	09/04/2020	NA	NA
USA/WI-123/2020	other	11/04/2020	NA	NA
USA/WI-242/2020	other	28/03/2020	NA	NA
USA/WI-188/2020	other	23/03/2020	NA	NA
USA/WI-99/2020	other	02/04/2020	NA	NA
USA/TX_2967/2020	other	01/03/2020	NA	NA
USA/NY-NYUMC81/2020	other	18/03/2020	NA	NA
USA/NY-NYUMC235/2020	other	06/04/2020	NA	NA
USA/MD_0027/2020	other	04/03/2020	NA	NA
Japan/P2-2/2020	other	10/03/2020	NA	NA
Canada/BC_6129127/2020	other	10/03/2020	NA	NA
Taiwan/NTU08/2020	other	14/03/2020	NA	NA
USA/CT-UW223/2020	other	13/03/2020	NA	NA
USA/CT-UW329/2020	other	13/03/2020	NA	NA
Portugal/PT0021/2020	other	13/03/2020	NA	NA
USA/VA-DCLS-0009/2020	other	09/03/2020	NA	NA
USA/PA_4395/2020	other	09/03/2020	NA	NA
Canada/SK_4/2020	other	09/03/2020	NA	NA
Japan/P2-1/2020	other	10/03/2020	NA	NA
USA/NY-NYUMC177/2020	other	01/04/2020	NA	NA
USA/AZ-TG269856/2020	other	14/03/2020	NA	NA
USA/NY-WCMP9G04P/2020	other	14/03/2020	NA	NA
USA/CT-Yale-075/2020	other	02/04/2020	NA	NA
USA/NY-PV08139/2020	other	17/03/2020	NA	NA
USA/WI-52/2020	other	18/03/2020	NA	NA
USA/NY-NYUMC182/2020	other	01/04/2020	NA	NA
USA/VA-DCLS-0008/2020	other	08/03/2020	NA	NA
USA/VA_6352/2020	other	08/03/2020	NA	NA
England/20132072802/2020	other	23/03/2020	NA	NA
USA/WA-UW-3989/2020	other	28/03/2020	NA	NA
USA/NY-NYUMC156/2020	other	01/04/2020	NA	NA
Taiwan/CGMH-CGU-19/2020	other	18/03/2020	NA	NA
USA/NY-WCMP10C11P/2020	other	15/03/2020	NA	NA
USA/WI-19/2020	other	16/03/2020	NA	NA
Brazil/MG0108/2020	other	15/03/2020	NA	NA
USA/NY-NYUMC140/2020	other	01/04/2020	NA	NA
USA/WI-63/2020	other	24/03/2020	NA	NA
USA/NY-NYUMC159/2020	other	01/04/2020	NA	NA
USA/NY-PV09090/2020	other	19/03/2020	NA	NA
USA/NY-PV08425/2020	other	18/03/2020	NA	NA
USA/NY-NYUMC174/2020	other	01/04/2020	NA	NA
Australia/VIC762/2020	other	29/03/2020	NA	NA
USA/NY-NYUMC200/2020	other	01/04/2020	NA	NA
USA/WI-86/2020	other	02/04/2020	NA	NA
USA/NY-NYUMC215/2020	other	03/04/2020	NA	NA
Australia/VIC587/2020	other	25/03/2020	NA	NA
USA/WA-UW-2232/2020	other	25/03/2020	NA	NA
USA/WI-106/2020	other	30/03/2020	NA	NA
Luxembourg/LNS0158952/2020	other	18/03/2020	NA	NA
Belgium/ULG-10060/2020	Belgium	05/04/2020	648949.210202702	734135.589034909
Belgium/ULG-10040/2020	Belgium	30/03/2020	648800.915535269	742020.662823917
Belgium/ULG-9716/2020	Belgium	22/03/2020	643773.982234863	736831.556474498
Belgium/ULG-10008/2020	Belgium	30/03/2020	643793.051666392	718956.970261427
Belgium/ULG-9558/2020	Belgium	21/03/2020	646973.830197876	735697.836069259
France/ARA12485/2020	other	23/03/2020	NA	NA
Luxembourg/LNS0756270/2020	other	14/03/2020	NA	NA
Luxembourg/LNS2907333/2020	other	12/03/2020	NA	NA
Luxembourg/LNS1234709/2020	other	12/03/2020	NA	NA
Luxembourg/LNS2886370/2020	other	14/03/2020	NA	NA
Luxembourg/LNS0156959/2020	other	12/03/2020	NA	NA
France/N1620/2020	other	26/02/2020	NA	NA
Canada/BC_5522039/2020	other	11/03/2020	NA	NA
Italy/UniSR1/2020	other	03/03/2020	NA	NA
Switzerland/TI9486/2020	other	24/02/2020	NA	NA
Canada/BC_6489864/2020	other	10/03/2020	NA	NA
NetherlandsL/Houten_1363498/2020	other	29/02/2020	NA	NA
Luxembourg/LNS0366116/2020	other	15/03/2020	NA	NA
Luxembourg/LNS1586597/2020	other	17/03/2020	NA	NA
Netherlands/ZuidHolland_59/2020	other	23/03/2020	NA	NA
Netherlands/ZuidHolland_62/2020	other	23/03/2020	NA	NA
Netherlands/ZuidHolland_36/2020	other	17/03/2020	NA	NA
Netherlands/ZuidHolland_35/2020	other	17/03/2020	NA	NA
Netherlands/ZuidHolland_68/2020	other	24/03/2020	NA	NA
Netherlands/Utrecht_3/2020	other	03/03/2020	NA	NA
France/N2223/2020	other	04/03/2020	NA	NA
Canada/BC_9345042/2020	other	13/03/2020	NA	NA
Luxembourg/LNS9627078/2020	other	15/03/2020	NA	NA
Luxembourg/LNS6282845/2020	other	18/03/2020	NA	NA
Italy/INMI7/2020	other	23/03/2020	NA	NA
Canada/BC_6997898/2020	other	11/03/2020	NA	NA
Ghana/2944_S9/2020	other	30/03/2020	NA	NA
Canada/BC_8486790/2020	other	13/03/2020	NA	NA
Luxembourg/LNS3156434/2020	other	13/03/2020	NA	NA
Canada/BC_9345715/2020	other	13/03/2020	NA	NA
Iceland/209/2020	other	16/03/2020	NA	NA
Canada/BC_7553799/2020	other	12/03/2020	NA	NA
Canada/BC_9574898/2020	other	13/03/2020	NA	NA
England/CAMB-76E74/2020	other	31/03/2020	NA	NA
England/CAMB-745EA/2020	other	26/03/2020	NA	NA
Luxembourg/LNS2128808/2020	other	18/03/2020	NA	NA
Luxembourg/LNS2458673/2020	other	17/03/2020	NA	NA
Netherlands/ZuidHolland_60/2020	other	23/03/2020	NA	NA
Scotland/EDB319/2020	other	28/03/2020	NA	NA
Luxembourg/LNS4836560/2020	other	16/03/2020	NA	NA
Iceland/282/2020	other	17/03/2020	NA	NA
Senegal/382/2020	other	19/03/2020	NA	NA
DRC/KN-0017/2020	other	11/03/2020	NA	NA
Taiwan/170/2020	other	21/03/2020	NA	NA
France/IDF3170/2020	other	20/03/2020	NA	NA
Canada/ON_PHL0539/2020	other	09/03/2020	NA	NA
France/HF2174/2020	other	09/03/2020	NA	NA
USA/MA_2652/2020	other	06/03/2020	NA	NA
France/HF2155/2020	other	08/03/2020	NA	NA
Canada/ON_PHL3741/2020	other	11/03/2020	NA	NA
France/GE1977/2020	other	04/03/2020	NA	NA
France/IDF3384/2020	other	23/03/2020	NA	NA
USA/MA_3653/2020	other	06/03/2020	NA	NA
France/HF1993/2020	other	04/03/2020	NA	NA
France/HF2948/2020	other	19/03/2020	NA	NA
France/GE2843/2020	other	17/03/2020	NA	NA
France/HF3598/2020	other	24/03/2020	NA	NA
USA/IN_72003/2020	other	07/03/2020	NA	NA
USA/IN_82003/2020	other	08/03/2020	NA	NA
USA/IN_92003/2020	other	09/03/2020	NA	NA
France/HF3534/2020	other	24/03/2020	NA	NA
France/HF1995/2020	other	04/03/2020	NA	NA
France/HF3293/2020	other	23/03/2020	NA	NA
France/HF2239/2020	other	10/03/2020	NA	NA
England/20140064504/2020	other	30/03/2020	NA	NA
Australia/VIC815/2020	other	02/04/2020	NA	NA
England/20139058304/2020	other	27/03/2020	NA	NA
England/20128090404/2020	other	20/03/2020	NA	NA
England/20148065004/2020	other	02/04/2020	NA	NA
USA/WI-84/2020	other	24/03/2020	NA	NA
USA/WI-159/2020	other	15/03/2020	NA	NA
USA/WI-249/2020	other	16/03/2020	NA	NA
USA/WI-158/2020	other	15/03/2020	NA	NA
USA/WI-160/2020	other	15/03/2020	NA	NA
USA/VA-DCLS-0016/2020	other	12/03/2020	NA	NA
USA/VA-DCLS-0068/2020	other	04/04/2020	NA	NA
USA/VA-DCLS-0041/2020	other	23/03/2020	NA	NA
USA/VA-DCLS-0048/2020	other	30/03/2020	NA	NA
USA/VA-DCLS-0050/2020	other	30/03/2020	NA	NA
USA/VA-DCLS-0057/2020	other	31/03/2020	NA	NA
USA/VA-DCLS-0005/2020	other	16/03/2020	NA	NA
Slovakia/SK-BMC5/2020	other	06/03/2020	NA	NA
France/ARA12388/2020	other	22/03/2020	NA	NA
France/ARA12249/2020	other	22/03/2020	NA	NA
France/ARA09588/2020	other	16/03/2020	NA	NA
Senegal/611/2020	other	20/03/2020	NA	NA
France/ARA12125/2020	other	22/03/2020	NA	NA
France/IDF2410/2020	other	12/03/2020	NA	NA
France/IDF2533/2020	other	15/03/2020	NA	NA
France/IDF2532/2020	other	15/03/2020	NA	NA
USA/NC_0025/2020	other	08/03/2020	NA	NA
USA/NY-PV09161/2020	other	22/03/2020	NA	NA
Australia/VIC856/2020	other	04/04/2020	NA	NA
Australia/VIC864/2020	other	05/04/2020	NA	NA
Australia/VIC867/2020	other	05/04/2020	NA	NA
Australia/VIC757/2020	other	31/03/2020	NA	NA
Australia/VIC868/2020	other	05/04/2020	NA	NA
USA/MA_8932/2020	other	05/03/2020	NA	NA
Slovakia/SK-BMC2/2020	other	07/03/2020	NA	NA
USA/MA_3642/2020	other	07/03/2020	NA	NA
USA/MA_4811/2020	other	07/03/2020	NA	NA
USA/MA_3614/2020	other	06/03/2020	NA	NA
USA/NC_0024/2020	other	08/03/2020	NA	NA
USA/IL-UW353/2020	other	13/03/2020	NA	NA
France/HF2393/2020	other	12/03/2020	NA	NA
France/HF1684/2020	other	29/02/2020	NA	NA
USA/MA_3623/2020	other	06/03/2020	NA	NA
USA/MA_3616/2020	other	06/03/2020	NA	NA
USA/MA_3626/2020	other	06/03/2020	NA	NA
USA/MA_3672/2020	other	06/03/2020	NA	NA
USA/NY-Wadsworth-11207-01/2020	other	06/03/2020	NA	NA
USA/KS_4126/2020	other	06/03/2020	NA	NA
USA/MA_3878/2020	other	06/03/2020	NA	NA
USA/MA_3699/2020	other	06/03/2020	NA	NA
USA/MA_9703/2020	other	05/03/2020	NA	NA
USA/MA_0020/2020	other	05/03/2020	NA	NA
USA/MA_8933/2020	other	05/03/2020	NA	NA
USA/PA_1881/2020	other	05/03/2020	NA	NA
USA/MA_9889/2020	other	04/03/2020	NA	NA
France/IDF1980/2020	other	04/03/2020	NA	NA
USA/MA_9704/2020	other	04/03/2020	NA	NA
Belgium/DVBJ-030468/2020	Belgium	04/03/2020	651745.062395947	645713.128604854
France/HF2060/2020	other	05/03/2020	NA	NA
USA/UT-00348/2020	other	26/03/2020	NA	NA
France/IDF3386/2020	other	23/03/2020	NA	NA
USA/WI-195/2020	other	24/03/2020	NA	NA
USA/WI-176/2020	other	20/03/2020	NA	NA
DRC/KN-0060/2020	other	17/03/2020	NA	NA
DRC/254/2020	other	22/03/2020	NA	NA
DRC/243/2020	other	22/03/2020	NA	NA
France/IDF2768/2020	other	17/03/2020	NA	NA
Australia/NSW61/2020	other	17/03/2020	NA	NA
USA/CT-UW250/2020	other	14/03/2020	NA	NA
USA/WI-113/2020	other	31/03/2020	NA	NA
Canada/ON_PHL0743/2020	other	07/03/2020	NA	NA
USA/PA_2317/2020	other	07/03/2020	NA	NA
USA/NC_0031/2020	other	07/03/2020	NA	NA
DRC/KN-13/2020	other	09/03/2020	NA	NA
France/HF2748/2020	other	17/03/2020	NA	NA
USA/PA_2937/2020	other	08/03/2020	NA	NA
USA/VA-DCLS-0012/2020	other	10/03/2020	NA	NA
USA/VA-DCLS-0020/2020	other	10/03/2020	NA	NA
France/IDF3709/2020	other	25/03/2020	NA	NA
France/HF2597/2020	other	16/03/2020	NA	NA
USA/WI-248/2020	other	28/03/2020	NA	NA
USA/NY-PV09006/2020	other	20/03/2020	NA	NA
USA/CT-UW254/2020	other	13/03/2020	NA	NA
Taiwan/CGMH-CGU-17/2020	other	17/03/2020	NA	NA
France/Lyon_508/2020	other	04/03/2020	NA	NA
USA/NY-NYUMC173/2020	other	01/04/2020	NA	NA
Australia/VIC227/2020	other	20/03/2020	NA	NA
Iceland/134/2020	other	12/03/2020	NA	NA
USA/WA-UW-2213/2020	other	25/03/2020	NA	NA
USA/OH-OSUP0017/2020	other	31/03/2020	NA	NA
Australia/VIC922/2020	other	28/03/2020	NA	NA
Australia/VIC39/2020	other	11/03/2020	NA	NA
France/B2348/2020	other	07/03/2020	NA	NA
Russia/StPetersburg-RII3997/2020	other	18/03/2020	NA	NA
France/B2330/2020	other	26/02/2020	NA	NA
USA/CT-UW-4251/2020	other	31/03/2020	NA	NA
USA/UT-00033/2020	other	19/03/2020	NA	NA
USA/ID-UW-4400/2020	other	28/03/2020	NA	NA
Canada/ON_PHL3692/2020	other	11/03/2020	NA	NA
USA/NY-WCMP11F06P/2020	other	16/03/2020	NA	NA
France/Macon_06756/2020	other	07/03/2020	NA	NA
USA/NY-Wadsworth-11191-01/2020	other	06/03/2020	NA	NA
France/Bourg-en-Bresse_06813/2020	other	07/03/2020	NA	NA
Australia/VIC842/2020	other	04/04/2020	NA	NA
France/IDF3930/2020	other	26/03/2020	NA	NA
France/HF2234/2020	other	10/03/2020	NA	NA
Finland/14M3/2020	other	14/03/2020	NA	NA
USA/CT-UW-4347/2020	other	30/03/2020	NA	NA
Taiwan/NTU20/2020	other	19/03/2020	NA	NA
France/HF1465/2020	other	21/02/2020	NA	NA
Georgia/Tb-673/2020	other	14/03/2020	NA	NA
USA/CT-Yale-014/2020	other	19/03/2020	NA	NA
USA/NY-PV09170/2020	other	19/03/2020	NA	NA
Australia/VIC877/2020	other	05/04/2020	NA	NA
USA/CT-UW-4341/2020	other	30/03/2020	NA	NA
France/HF2405/2020	other	12/03/2020	NA	NA
France/ARA1322/2020	other	24/03/2020	NA	NA
France/IDF3274/2020	other	23/03/2020	NA	NA
Taiwan/NTU05/2020	other	13/03/2020	NA	NA
France/HF3036/2020	other	19/03/2020	NA	NA
Portugal/PT0037/2020	other	15/03/2020	NA	NA
USA/NY-Wadsworth-10695-01/2020	other	04/03/2020	NA	NA
USA/NY-NYUMC241/2020	other	05/04/2020	NA	NA
France/PL1643/2020	other	26/02/2020	NA	NA
USA/NY-NYUMC225/2020	other	18/03/2020	NA	NA
Senegal/370/2020	other	18/03/2020	NA	NA
Australia/VIC517/2020	other	23/03/2020	NA	NA
Australia/NT06/2020	other	19/03/2020	NA	NA
USA/NE-912/2020	other	25/03/2020	NA	NA
USA/AZ-TG271860/2020	other	23/03/2020	NA	NA
Taiwan/TSGH-04/2020	other	17/03/2020	NA	NA
Taiwan/NTU17/2020	other	19/03/2020	NA	NA
USA/NY-NYUMC237/2020	other	05/04/2020	NA	NA
USA/WA-UW-2186/2020	other	25/03/2020	NA	NA
USA/AZ-TG268002/2020	other	16/03/2020	NA	NA
USA/AZ-TG268360/2020	other	18/03/2020	NA	NA
France/HF2306/2020	other	11/03/2020	NA	NA
Wales/PHWC-253EE/2020	other	23/03/2020	NA	NA
Belgium/ULG-6649/2020	Belgium	14/03/2020	624455.282609345	655437.165823921
USA/NY-NYUMC148/2020	other	01/04/2020	NA	NA
USA/UT-00297/2020	other	27/03/2020	NA	NA
USA/UT-00034/2020	other	20/03/2020	NA	NA
USA/UT-00022/2020	other	14/03/2020	NA	NA
USA/UT-00021/2020	other	14/03/2020	NA	NA
Denmark/SSI-104/2020	other	03/03/2020	NA	NA
Iceland/101/2020	other	10/03/2020	NA	NA
USA/CT-Yale-054/2020	other	27/03/2020	NA	NA
USA/CT-Yale-061/2020	other	31/03/2020	NA	NA
USA/WA-UW-1904/2020	other	23/03/2020	NA	NA
Ghana/2986_S10/2020	other	31/03/2020	NA	NA
Ghana/1622_S2/2020	other	24/03/2020	NA	NA
Luxembourg/LNS1909273/2020	other	16/03/2020	NA	NA
Senegal/328/2020	other	17/03/2020	NA	NA
Senegal/640/2020	other	20/03/2020	NA	NA
Canada/ON_PHL3680/2020	other	08/03/2020	NA	NA
Canada/ON_PHL6980/2020	other	12/03/2020	NA	NA
Canada/ON_PHL4232/2020	other	11/03/2020	NA	NA
USA/AK-PHL101/2020	other	04/04/2020	NA	NA
USA/WA-UW-4337/2020	other	30/03/2020	NA	NA
USA/WA-UW-2008/2020	other	24/03/2020	NA	NA
France/B2351/2020	other	07/03/2020	NA	NA
France/B2344/2020	other	06/03/2020	NA	NA
France/B2349/2020	other	07/03/2020	NA	NA
USA/NY-PV09135/2020	other	20/03/2020	NA	NA
Iceland/364/2020	other	19/03/2020	NA	NA
Iceland/251/2020	other	17/03/2020	NA	NA
France/HF2946/2020	other	19/03/2020	NA	NA
France/HF2237/2020	other	10/03/2020	NA	NA
France/HF3138/2020	other	22/03/2020	NA	NA
France/HF3290/2020	other	23/03/2020	NA	NA
Belgium/BA-02291/2020	Belgium	29/02/2020	675166.895950986	671889.91923352
Belgium/DBOM-030566/2020	Belgium	05/03/2020	665374.2960832	651504.499581452
Netherlands/Haarlem_1363688/2020	other	01/03/2020	NA	NA
France/HF2039/2020	other	05/03/2020	NA	NA
USA/NY-NYUMC19/2020	other	17/03/2020	NA	NA
USA/WA-UW-1595/2020	other	19/03/2020	NA	NA
USA/NY-NYUMC187/2020	other	01/04/2020	NA	NA
Australia/VIC545/2020	other	24/03/2020	NA	NA
France/HF3141/2020	other	22/03/2020	NA	NA
France/HF1989/2020	other	04/03/2020	NA	NA
France/HF2601/2020	other	16/03/2020	NA	NA
France/HF3295/2020	other	23/03/2020	NA	NA
France/HF1988/2020	other	04/03/2020	NA	NA
USA/IL-UW348/2020	other	13/03/2020	NA	NA
USA/AZ-TG269863/2020	other	16/03/2020	NA	NA
USA/AZ-TG271902/2020	other	26/03/2020	NA	NA
USA/WI-GMF-00018/2020	other	18/03/2020	NA	NA
USA/WI-155/2020	other	10/04/2020	NA	NA
USA/WI-139/2020	other	12/04/2020	NA	NA
USA/WA-UW-3832/2020	other	26/03/2020	NA	NA
USA/WI-13/2020	other	15/03/2020	NA	NA
Australia/VIC533/2020	other	24/03/2020	NA	NA
USA/NY-NYUMC192/2020	other	01/04/2020	NA	NA
USA/NY-NYUMC183/2020	other	01/04/2020	NA	NA
USA/NY-Wadsworth-32851-01/2020	other	28/03/2020	NA	NA
USA/AZ-TG271878/2020	other	20/03/2020	NA	NA
USA/CT-Yale-043/2020	other	19/03/2020	NA	NA
USA/CT-Yale-018/2020	other	19/03/2020	NA	NA
USA/CT-UW328/2020	other	14/03/2020	NA	NA
USA/NY-NYUMC201/2020	other	01/04/2020	NA	NA
USA/NY-NYUMC230/2020	other	06/04/2020	NA	NA
Australia/VIC167/2020	other	18/03/2020	NA	NA
USA/AZ-TG268905/2020	other	11/03/2020	NA	NA
USA/AZ-TG269875/2020	other	17/03/2020	NA	NA
USA/UT_8906/2020	other	07/03/2020	NA	NA
USA/UT-00019/2020	other	13/03/2020	NA	NA
USA/UPHL-05/2020	other	13/03/2020	NA	NA
Australia/VIC357/2020	other	21/03/2020	NA	NA
USA/NY-WCMP12F03P/2020	other	16/03/2020	NA	NA
USA/VA-DCLS-0046/2020	other	28/03/2020	NA	NA
USA/NY-PV09189/2020	other	19/03/2020	NA	NA
USA/NY-NYUMC123/2020	other	01/04/2020	NA	NA
USA/NY-NYUMC124/2020	other	01/04/2020	NA	NA
USA/NY-WCMP9B06P/2020	other	14/03/2020	NA	NA
USA/NY-NYUMC72/2020	other	18/03/2020	NA	NA
USA/NY-PV09103/2020	other	21/03/2020	NA	NA
France/IDF2412/2020	other	12/03/2020	NA	NA
USA/CT-UW-1365/2020	other	13/03/2020	NA	NA
France/IDF2414/2020	other	12/03/2020	NA	NA
France/IDF3040/2020	other	20/03/2020	NA	NA
Iceland/270/2020	other	17/03/2020	NA	NA
USA/WI-03/2020	other	14/03/2020	NA	NA
CzechRepublic/2282/2020	other	20/03/2020	NA	NA
Scotland/CVR31/2020	other	13/03/2020	NA	NA
CzechRepublic/2741/2020	other	08/03/2020	NA	NA
France/IDF2075/2020	other	02/03/2020	NA	NA
Thailand/Bangkok-CONI-0021/2020	other	24/03/2020	NA	NA
Belgium/ULG-10016/2020	Belgium	30/03/2020	631452.569877643	759777.613056056
Belgium/ULG-6939/2020	Belgium	15/03/2020	639164.587600401	740258.390806216
