trait	location	collection_date	latitude	longitude
Belgium/ULG-10045/2020	Belgium	31/03/2020	650578.011873297	750779.33665408
Belgium/ULG-10101/2020	Belgium	06/04/2020	640426.178841558	735581.595009785
France/IDF2561/2020	other	16/03/2020	NA	NA
USA/CT-Yale-047/2020	other	24/03/2020	NA	NA
Scotland/EDB318/2020	other	28/03/2020	NA	NA
Australia/VIC744/2020	other	29/03/2020	NA	NA
Australia/VIC745/2020	other	29/03/2020	NA	NA
England/20144067504/2020	other	20/03/2020	NA	NA
Australia/NSW160/2020	other	20/03/2020	NA	NA
Australia/NSW161/2020	other	20/03/2020	NA	NA
England/20138007404/2020	other	26/03/2020	NA	NA
Russia/StPetersburg-RII4713S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4694S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4728S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4707S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4584S/2020	other	03/04/2020	NA	NA
Russia/StPetersburg-RII4693S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4591S/2020	other	03/04/2020	NA	NA
Russia/StPetersburg-RII4585S/2020	other	03/04/2020	NA	NA
Russia/StPetersburg-RII4686S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4781S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4697S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4696S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4711S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4726S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4723S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4724S/2020	other	07/04/2020	NA	NA
Russia/StPetersburg-RII4706S/2020	other	07/04/2020	NA	NA
Mexico/CDMX-InDRE_01/2020	other	27/02/2020	NA	NA
Italy/INMI4/2020	other	28/02/2020	NA	NA
Spain/Valencia25/2020	other	27/02/2020	NA	NA
Japan/P4-8/2020	other	19/03/2020	NA	NA
Japan/P4-6/2020	other	20/03/2020	NA	NA
Japan/P4-7/2020	other	20/03/2020	NA	NA
Chile/Santiago-2/2020	other	05/03/2020	NA	NA
Portugal/PT0026/2020	other	04/03/2020	NA	NA
Portugal/PT0009/2020	other	08/03/2020	NA	NA
Portugal/PT0031/2020	other	10/03/2020	NA	NA
Portugal/PT0030/2020	other	09/03/2020	NA	NA
Portugal/PT0029/2020	other	09/03/2020	NA	NA
Iceland/290/2020	other	18/03/2020	NA	NA
Iceland/462/2020	other	20/03/2020	NA	NA
Belgium/VBK-03061/2020	Belgium	06/03/2020	715582.869438162	657672.026920244
Ireland/Dublin-22428/2020	other	08/03/2020	NA	NA
England/20136097804/2020	other	25/03/2020	NA	NA
Greece/10/2020	other	18/03/2020	NA	NA
Wales/PHWC-25F80/2020	other	25/03/2020	NA	NA
Australia/NSW163/2020	other	20/03/2020	NA	NA
Netherlands/NA_152/2020	other	21/03/2020	NA	NA
Belgium/ULG-10029/2020	Belgium	30/03/2020	642814.490529971	754050.674461715
Ghana/2914_S8/2020	other	30/03/2020	NA	NA
Canada/ON_PHL3536/2020	other	10/03/2020	NA	NA
Canada/ON_PHL0977/2020	other	10/03/2020	NA	NA
Japan/P5-2/2020	other	13/03/2020	NA	NA
Italy/TE4953/2020	other	14/03/2020	NA	NA
England/20139010804/2020	other	27/03/2020	NA	NA
England/20146006704/2020	other	01/04/2020	NA	NA
Belgium/ULG-10013/2020	Belgium	30/03/2020	634620.250708583	740830.339868122
Belgium/ULG-9742/2020	Belgium	22/03/2020	639150.796523	731487.562433273
England/20146006604/2020	other	01/04/2020	NA	NA
Belgium/ULG-10037/2020	Belgium	30/03/2020	629011.304054378	738534.028550925
Canada/ON_PHL7513/2020	other	12/03/2020	NA	NA
Belgium/ULG-10144/2020	Belgium	07/04/2020	656504.788745343	760010.505965955
England/CAMB-74553/2020	other	28/03/2020	NA	NA
Portugal/PT0038/2020	other	17/03/2020	NA	NA
Iceland/236/2020	other	17/03/2020	NA	NA
Iceland/365/2020	other	19/03/2020	NA	NA
Iceland/456/2020	other	20/03/2020	NA	NA
USA/CT-UW159/2020	other	13/03/2020	NA	NA
USA/CT-UW213/2020	other	13/03/2020	NA	NA
USA/CT-UW271/2020	other	13/03/2020	NA	NA
Canada/ON_PHL6922/2020	other	13/03/2020	NA	NA
Italy/TE6195/2020	other	23/03/2020	NA	NA
England/20132096304/2020	other	23/03/2020	NA	NA
England/20132032504/2020	other	24/03/2020	NA	NA
Italy/TE6222/2020	other	23/03/2020	NA	NA
England/20132005204/2020	other	23/03/2020	NA	NA
Belgium/ULG-10014/2020	Belgium	30/03/2020	646521.058401391	741297.378305876
England/20136097402/2020	other	23/03/2020	NA	NA
Georgia/Tb-1679/2020	other	01/04/2020	NA	NA
England/20132023604/2020	other	23/03/2020	NA	NA
Australia/VIC409/2020	other	26/03/2020	NA	NA
Australia/VIC438/2020	other	26/03/2020	NA	NA
Italy/TE6225/2020	other	23/03/2020	NA	NA
England/20144071604/2020	other	01/04/2020	NA	NA
Netherlands/ZuidHolland_65/2020	other	23/03/2020	NA	NA
England/20146006904/2020	other	01/04/2020	NA	NA
England/20146063404/2020	other	01/04/2020	NA	NA
Canada/ON_PHL3350/2020	other	05/03/2020	NA	NA
Brazil/SPBR-14/2020	other	05/03/2020	NA	NA
Brazil/AL-837/2020	other	18/03/2020	NA	NA
CzechRepublic/Seq3/2020	other	21/03/2020	NA	NA
Wales/PHWC-25B5F/2020	other	24/03/2020	NA	NA
England/20129016404/2020	other	20/03/2020	NA	NA
Iceland/366/2020	other	19/03/2020	NA	NA
Iceland/547/2020	other	28/03/2020	NA	NA
Belgium/ULG-10025/2020	Belgium	31/03/2020	641185.273405915	747459.540061788
Wales/PHWC-269FA/2020	other	30/03/2020	NA	NA
England/CAMB-76FBD/2020	other	01/04/2020	NA	NA
Iceland/546/2020	other	26/03/2020	NA	NA
Taiwan/NTU14/2020	other	18/03/2020	NA	NA
Taiwan/CGMH-CGU-12/2020	other	14/03/2020	NA	NA
Scotland/EDB038/2020	other	11/03/2020	NA	NA
Belgium/ULG-6457/2020	Belgium	13/03/2020	652494.112754967	740199.296370904
Belgium/ULG-9735/2020	Belgium	22/03/2020	648995.460703609	705615.101631964
Belgium/ULG-9634/2020	Belgium	22/03/2020	641395.377176478	732318.156749794
Belgium/ULG-9741/2020	Belgium	22/03/2020	649781.653696367	735631.223545193
Belgium/ULG-10024/2020	Belgium	30/03/2020	631795.228335911	733787.474742572
Belgium/ULG-10050/2020	Belgium	05/04/2020	667234.246269789	651824.222647266
Portugal/PT0068/2020	other	21/03/2020	NA	NA
Germany/BAV-V2012612/2020	other	19/03/2020	NA	NA
Germany/BAV-V2012622/2020	other	19/03/2020	NA	NA
Germany/BAV-V2012620/2020	other	19/03/2020	NA	NA
Japan/P4-1/2020	other	11/03/2020	NA	NA
Canada/ON_PHL3695/2020	other	11/03/2020	NA	NA
Scotland/EDB030/2020	other	11/03/2020	NA	NA
Portugal/PT0017/2020	other	11/03/2020	NA	NA
Spain/Valencia90/2020	other	11/03/2020	NA	NA
USA/MN29-MDH29/2020	other	11/03/2020	NA	NA
Belgium/ULG-10042/2020	Belgium	31/03/2020	639907.16421428	731118.536136943
England/20146019004/2020	other	01/04/2020	NA	NA
USA/NY-NYUMC172/2020	other	01/04/2020	NA	NA
Netherlands/NA_312/2020	other	02/04/2020	NA	NA
Wales/PHWC-26972/2020	other	29/03/2020	NA	NA
England/20139045904/2020	other	28/03/2020	NA	NA
Australia/VIC90/2020	other	15/03/2020	NA	NA
Scotland/CVR155/2020	other	17/03/2020	NA	NA
Wales/PHWC-25955/2020	other	24/03/2020	NA	NA
Russia/StPetersburg-RII4307V/2020	other	24/03/2020	NA	NA
Russia/StPetersburg-RII4308V/2020	other	24/03/2020	NA	NA
Wales/PHWC-25041/2020	other	22/03/2020	NA	NA
Australia/QLDID926/2020	other	18/03/2020	NA	NA
Wales/PHWC-25A25/2020	other	23/03/2020	NA	NA
Taiwan/CGMH-CGU-18/2020	other	18/03/2020	NA	NA
Wales/PHWC-249DE/2020	other	19/03/2020	NA	NA
Australia/VIC183/2020	other	19/03/2020	NA	NA
Portugal/IGC00010/2020	other	18/03/2020	NA	NA
Portugal/PT0075/2020	other	21/03/2020	NA	NA
Portugal/PT0072/2020	other	21/03/2020	NA	NA
Netherlands/Tilburg_1364286/2020	other	03/03/2020	NA	NA
Netherlands/Nootdorp_1364222/2020	other	03/03/2020	NA	NA
NewZealand/20VR019/2020	other	04/03/2020	NA	NA
Netherlands/Overijssel_2/2020	other	03/03/2020	NA	NA
Vietnam/CM296/2020	other	06/03/2020	NA	NA
Vietnam/CM295/2020	other	06/03/2020	NA	NA
Australia/NSW155/2020	other	06/03/2020	NA	NA
Netherlands/NoordBrabant_26/2020	other	06/03/2020	NA	NA
Australia/NSW157/2020	other	22/03/2020	NA	NA
England/20132106704/2020	other	22/03/2020	NA	NA
Belgium/DNS-0324176/2020	Belgium	24/03/2020	623189.422497064	644859.483437393
England/20144074804/2020	other	01/04/2020	NA	NA
England/20144074904/2020	other	01/04/2020	NA	NA
Australia/VIC135/2020	other	22/03/2020	NA	NA
Australia/NSW159/2020	other	22/03/2020	NA	NA
England/CAMB-76FCC/2020	other	01/04/2020	NA	NA
England/20146001004/2020	other	02/04/2020	NA	NA
Belgium/ULG-9714/2020	Belgium	22/03/2020	636361.086261232	724245.820867561
Russia/StPetersburg-RII4328S/2020	other	25/03/2020	NA	NA
England/20134006504/2020	other	24/03/2020	NA	NA
Portugal/PT0082/2020	other	22/03/2020	NA	NA
Belgium/ULG-10072/2020	Belgium	03/04/2020	644028.581836793	723687.574069811
England/20134078804/2020	other	24/03/2020	NA	NA
England/20138086004/2020	other	24/03/2020	NA	NA
Russia/Ulan-Ude-RII4560S/2020	other	25/03/2020	NA	NA
Italy/TE5056/2020	other	17/03/2020	NA	NA
CzechRepublic/Seq7/2020	other	18/03/2020	NA	NA
Japan/P4-4/2020	other	17/03/2020	NA	NA
France/IDF2792/2020	other	18/03/2020	NA	NA
Portugal/PT0061/2020	other	17/03/2020	NA	NA
USA/NY-NYUMC54/2020	other	19/03/2020	NA	NA
Japan/P4-5/2020	other	18/03/2020	NA	NA
Italy/TE5052/2020	other	17/03/2020	NA	NA
England/20099038206/2020	other	29/02/2020	NA	NA
Switzerland/1000477796/2020	other	29/02/2020	NA	NA
Scotland/EDB016/2020	other	11/03/2020	NA	NA
Brazil/RJ-477/2020	other	11/03/2020	NA	NA
Brazil/RJ-477i/2020	other	11/03/2020	NA	NA
Wales/PHWC-259A0/2020	other	24/03/2020	NA	NA
England/20134064004/2020	other	23/03/2020	NA	NA
Australia/NSW158/2020	other	18/03/2020	NA	NA
England/20148004704/2020	other	03/04/2020	NA	NA
England/20148004904/2020	other	03/04/2020	NA	NA
England/20146025504/2020	other	01/04/2020	NA	NA
England/20139053304/2020	other	28/03/2020	NA	NA
England/20146018404/2020	other	02/04/2020	NA	NA
Greece/13/2020	other	18/03/2020	NA	NA
Taiwan/CGMH-CGU-20/2020	other	18/03/2020	NA	NA
USA/VA-DCLS-0042/2020	other	25/03/2020	NA	NA
Belgium/BEG-0323154/2020	Belgium	23/03/2020	653371.123852788	635290.716571105
Belgium/FMC-0323159/2020	Belgium	23/03/2020	650333.695576718	654521.419688328
Greece/12/2020	other	18/03/2020	NA	NA
USA/CZB-RR057-007/2020	other	18/03/2020	NA	NA
Taiwan/TSGH-05/2020	other	14/03/2020	NA	NA
Japan/P4-3/2020	other	12/03/2020	NA	NA
Japan/P4-2/2020	other	12/03/2020	NA	NA
Italy/TE4880/2020	other	14/03/2020	NA	NA
Japan/P5-1/2020	other	12/03/2020	NA	NA
Germany/NRW-19/2020	other	14/03/2020	NA	NA
Scotland/EDB028/2020	other	12/03/2020	NA	NA
Belgium/ULG-8543/2020	Belgium	19/03/2020	629823.244352296	731366.292549974
Netherlands/NoordBrabant_39/2020	other	04/03/2020	NA	NA
Belgium/DHWM-03041/2020	Belgium	04/03/2020	671189.916457573	642095.082146359
Portugal/PT0023/2020	other	13/03/2020	NA	NA
Canada/MB_10/2020	other	13/03/2020	NA	NA
Netherlands/NA_299/2020	other	01/04/2020	NA	NA
Scotland/CVR97/2020	other	13/03/2020	NA	NA
Spain/Valencia45/2020	other	13/03/2020	NA	NA
Japan/P5-3/2020	other	13/03/2020	NA	NA
Portugal/PT0022/2020	other	13/03/2020	NA	NA
Portugal/PT0034/2020	other	15/03/2020	NA	NA
USA/NY-NYUMC213/2020	other	03/04/2020	NA	NA
USA/FL_6318/2020	other	02/03/2020	NA	NA
NewZealand/20VR0189/2020	other	02/03/2020	NA	NA
Argentina/C121/2020	other	07/03/2020	NA	NA
Vietnam/39607/2020	other	07/03/2020	NA	NA
Belgium/ULG-10067/2020	Belgium	03/04/2020	632159.047893631	751964.342176241
Belgium/ULG-10066/2020	Belgium	03/04/2020	656796.220305047	762564.884053813
Australia/VIC780/2020	other	30/03/2020	NA	NA
Iceland/554/2020	other	27/03/2020	NA	NA
USA/OH-OSUP0109/2020	other	01/04/2020	NA	NA
England/CAMB-76FDB/2020	other	02/04/2020	NA	NA
England/SHEF-C02CA/2020	other	27/03/2020	NA	NA
Scotland/EDB356/2020	other	30/03/2020	NA	NA
Russia/StPetersburg-RII4655S/2020	other	05/04/2020	NA	NA
USA/NY-NYUMC126/2020	other	01/04/2020	NA	NA
Belgium/ULG-10082/2020	Belgium	04/04/2020	645713.647858684	730184.245563806
Belgium/ULG-10102/2020	Belgium	06/04/2020	643532.482324016	734162.331428991
Belgium/ULG-10057/2020	Belgium	05/04/2020	649809.086501018	721017.197219492
Australia/VIC852/2020	other	04/04/2020	NA	NA
Australia/VIC850/2020	other	04/04/2020	NA	NA
Belgium/ULG-10093/2020	Belgium	04/04/2020	646780.214693297	741652.583769656
Italy/6193/2020	other	23/03/2020	NA	NA
Spain/Valencia78/2020	other	20/03/2020	NA	NA
Italy/VR_20COV21-26/2020	other	25/03/2020	NA	NA
England/20131104704/2020	other	21/03/2020	NA	NA
Germany/NRW-41/2020	other	18/03/2020	NA	NA
England/NOTT-10E308/2020	other	19/03/2020	NA	NA
Portugal/PT0050/2020	other	18/03/2020	NA	NA
Italy/TE5476/2020	other	19/03/2020	NA	NA
Wales/PHWC-246C8/2020	other	18/03/2020	NA	NA
USA/CT-Yale-013/2020	other	19/03/2020	NA	NA
Australia/NSW156/2020	other	21/03/2020	NA	NA
Belgium/ML-0324164/2020	Belgium	24/03/2020	672925.192796341	699410.686080037
Portugal/PT0078/2020	other	21/03/2020	NA	NA
Belgium/PC-0325182/2020	Belgium	25/03/2020	626856.95973962	614468.910656951
England/20129017804/2020	other	20/03/2020	NA	NA
Russia/StPetersburg-RII4332S/2020	other	25/03/2020	NA	NA
England/20140070604/2020	other	30/03/2020	NA	NA
Wales/PHWC-24EFD/2020	other	20/03/2020	NA	NA
Australia/VIC851/2020	other	04/04/2020	NA	NA
Australia/VIC858/2020	other	05/04/2020	NA	NA
Kuwait/KU008/2020	other	16/03/2020	NA	NA
France/ARA10251/2020	other	17/03/2020	NA	NA
Portugal/PT0033/2020	other	16/03/2020	NA	NA
CzechRepublic/Seq6/2020	other	17/03/2020	NA	NA
Taiwan/TSGH-03/2020	other	17/03/2020	NA	NA
Scotland/CVR136/2020	other	16/03/2020	NA	NA
USA/AZ-ASU2923/2020	other	16/03/2020	NA	NA
CzechRepublic/Seq4/2020	other	18/03/2020	NA	NA
Belgium/ULG-10114/2020	Belgium	07/04/2020	644555.778043861	735653.104778311
Belgium/ULG-10109/2020	Belgium	07/04/2020	642743.251635511	723762.173371854
Belgium/ULG-10135/2020	Belgium	08/04/2020	642166.964320699	727697.688035103
Belgium/ULG-10019/2020	Belgium	31/03/2020	648906.7978765	741291.025029651
England/20148043704/2020	other	02/04/2020	NA	NA
England/20146025304/2020	other	01/04/2020	NA	NA
England/201380036/2020	other	26/03/2020	NA	NA
Wales/PHWC-26936/2020	other	28/03/2020	NA	NA
Russia/StPetersburg-RII4532V/2020	other	03/04/2020	NA	NA
Portugal/PT0077/2020	other	21/03/2020	NA	NA
Australia/VIC219/2020	other	20/03/2020	NA	NA
England/20129170204/2020	other	20/03/2020	NA	NA
France/ARA12217/2020	other	22/03/2020	NA	NA
Australia/VIC860/2020	other	05/04/2020	NA	NA
England/20146008104/2020	other	02/04/2020	NA	NA
Italy/TE5780/2020	other	21/03/2020	NA	NA
Belgium/NIM-0324161/2020	Belgium	24/03/2020	675515.543912758	708879.646513492
Germany/BAV-V2012856/2020	other	21/03/2020	NA	NA
Belgium/NMA-0324169/2020	Belgium	24/03/2020	651762.633872044	656655.04812187
Germany/NRW-48/2020	other	23/03/2020	NA	NA
Belgium/DRV-0325157/2020	Belgium	25/03/2020	634105.254235766	704689.805323036
Italy/INMI9/2020	other	23/03/2020	NA	NA
Netherlands/ZuidHolland_5/2020	other	04/03/2020	NA	NA
Netherlands/ZuidHolland_9/2020	other	03/03/2020	NA	NA
Netherlands/NA_23/2020	other	09/03/2020	NA	NA
Belgium/CD-030679/2020	Belgium	06/03/2020	649318.772379861	726735.07444058
Belgium/WWM-030665/2020	Belgium	06/03/2020	656393.836160723	660027.331174561
Belgium/RA-030445/2020	Belgium	04/03/2020	679919.149705755	719633.715523612
Belgium/BM-03012/2020	Belgium	01/03/2020	672139.129153558	656372.13788344
Belgium/FAE-030948/2020	Belgium	09/03/2020	648665.538136884	738645.303120924
Belgium/SN-03031/2020	Belgium	03/03/2020	675030.829307958	675412.055268055
Belgium/JLJ-0320101/2020	Belgium	20/03/2020	669179.314072581	651365.451112343
Belgium/GE-0317105/2020	Belgium	17/03/2020	628876.342791487	606745.941823515
Belgium/VL-0318104/2020	Belgium	18/03/2020	646918.705882655	584960.479736594
Belgium/DA-0319106/2020	Belgium	18/03/2020	617158.746939754	615408.690161227
Belgium/LY-030575/2020	Belgium	05/03/2020	703200.746299637	733487.663541141
Belgium/MJP-030684/2020	Belgium	06/03/2020	651065.909107012	758696.085906841
Belgium/PA-030680/2020	Belgium	06/03/2020	646528.115653079	746607.228736907
Belgium/PAN-030681/2020	Belgium	05/03/2020	650012.878866881	750914.595906755
Belgium/RJL-030588/2020	Belgium	05/03/2020	620262.849189262	706009.611932952
Belgium/ECC-030686/2020	Belgium	06/03/2020	624131.370355417	681314.39607359
Belgium/LM-030685/2020	Belgium	06/03/2020	636729.945972534	749436.30080533
India/1135/2020	other	10/03/2020	NA	NA
India/763/2020	other	03/03/2020	NA	NA
India/781/2020	other	03/03/2020	NA	NA
Wales/PHW27/2020	other	12/03/2020	NA	NA
England/20100022706/2020	other	29/02/2020	NA	NA
Netherlands/Gelderland_12/2020	other	20/03/2020	NA	NA
Netherlands/NoordBrabant_86/2020	other	09/03/2020	NA	NA
USA/VA_6389/2020	other	08/03/2020	NA	NA
Luxembourg/LNS5731562/2020	other	18/03/2020	NA	NA
USA/MI-SC2-0005/2020	other	09/03/2020	NA	NA
USA/WI-32/2020	other	24/03/2020	NA	NA
USA/WI-65/2020	other	22/03/2020	NA	NA
USA/WI-112/2020	other	30/03/2020	NA	NA
USA/WI-135/2020	other	09/04/2020	NA	NA
USA/WI-152/2020	other	06/04/2020	NA	NA
USA/WI-128/2020	other	07/04/2020	NA	NA
USA/WI-145/2020	other	10/04/2020	NA	NA
USA/WI-101/2020	other	31/03/2020	NA	NA
USA/WI-141/2020	other	07/04/2020	NA	NA
USA/WI-124/2020	other	07/04/2020	NA	NA
USA/WI-147/2020	other	10/04/2020	NA	NA
USA/WI-130/2020	other	13/04/2020	NA	NA
USA/WI-90/2020	other	03/04/2020	NA	NA
USA/WI-122/2020	other	07/04/2020	NA	NA
USA/WI-46/2020	other	22/03/2020	NA	NA
USA/WI-103/2020	other	03/04/2020	NA	NA
USA/WI-57/2020	other	19/03/2020	NA	NA
USA/WI-64/2020	other	24/03/2020	NA	NA
USA/WI-85/2020	other	02/04/2020	NA	NA
USA/WI-27/2020	other	25/03/2020	NA	NA
USA/WI-40/2020	other	24/03/2020	NA	NA
USA/WI-100/2020	other	03/04/2020	NA	NA
USA/WI-45/2020	other	22/03/2020	NA	NA
USA/WI-120/2020	other	13/04/2020	NA	NA
Denmark/SSI-102/2020	other	03/03/2020	NA	NA
Belgium/SS-031047/2020	Belgium	10/03/2020	687978.512023619	723430.574822618
Belgium/GL-030546/2020	Belgium	05/03/2020	690122.287671589	725228.138131317
England/20144024104/2020	other	25/03/2020	NA	NA
England/200981386/2020	other	26/02/2020	NA	NA
Netherlands/NoordBrabant_4/2020	other	06/03/2020	NA	NA
Netherlands/NoordBrabant_17/2020	other	06/03/2020	NA	NA
England/20122099003/2020	other	16/03/2020	NA	NA
England/20146062504/2020	other	02/04/2020	NA	NA
USA/UT-00342/2020	other	24/03/2020	NA	NA
Iceland/370/2020	other	19/03/2020	NA	NA
USA/WY-WYPHL014/2020	other	16/03/2020	NA	NA
England/20129089504/2020	other	11/03/2020	NA	NA
Netherlands/Utrecht_1363564/2020	other	01/03/2020	NA	NA
Netherlands/Utrecht_6/2020	other	04/03/2020	NA	NA
Netherlands/Utrecht_1363628/2020	other	01/03/2020	NA	NA
USA/CT-Yale-016/2020	other	19/03/2020	NA	NA
England/20144017704/2020	other	01/04/2020	NA	NA
Wales/PHWC-26B7C/2020	other	28/03/2020	NA	NA
Wales/PHWC-2609B/2020	other	24/03/2020	NA	NA
England/20100121006/2020	other	29/02/2020	NA	NA
England/20100121007/2020	other	29/02/2020	NA	NA
Australia/WA11/202	other	22/02/2020	NA	NA
Australia/WA06/2020	other	04/03/2020	NA	NA
England/200990660/2020	other	27/02/2020	NA	NA
England/20100005406/2020	other	28/02/2020	NA	NA
England/20100004706/2020	other	29/02/2020	NA	NA
England/20100004806/2020	other	29/02/2020	NA	NA
England/CAMB-76FF9/2020	other	01/04/2020	NA	NA
Scotland/CVR67/2020	other	07/03/2020	NA	NA
Australia/WA02/2020	other	13/03/2020	NA	NA
Wales/PHWC-265D8/2020	other	27/03/2020	NA	NA
Australia/VIC776/2020	other	30/03/2020	NA	NA
Wales/PHWC-26AD9/2020	other	29/03/2020	NA	NA
England/CAMB-73800/2020	other	01/04/2020	NA	NA
England/20144071804/2020	other	31/03/2020	NA	NA
Scotland/EDB278/2020	other	27/03/2020	NA	NA
USA/AK-PHL115/2020	other	25/03/2020	NA	NA
Wales/PHWC-26C3D/2020	other	30/03/2020	NA	NA
Scotland/EDB149/2020	other	22/03/2020	NA	NA
England/SHEF-C0734/2020	other	26/03/2020	NA	NA
Australia/VIC413/2020	other	26/03/2020	NA	NA
Australia/VIC375/2020	other	22/03/2020	NA	NA
Belgium/AKM-030670/2020	Belgium	06/03/2020	681576.11999224	667680.265103171
Belgium/MCW-030574/2020	Belgium	05/03/2020	715158.613514745	723480.746165123
Belgium/VM-0325171/2020	Belgium	25/03/2020	671807.70529518	685652.22303842
Netherlands/NoordHolland_3/2020	other	12/03/2020	NA	NA
Belgium/LT-030956/2020	Belgium	09/03/2020	653946.509208026	600567.735874213
Belgium/CF-0324119/2020	Belgium	24/03/2020	641981.057445359	626757.0034375
Belgium/NJC-0324126/2020	Belgium	24/03/2020	648007.975863998	620287.392767377
Belgium/VLG-0325162/2020	Belgium	25/03/2020	678912.068569534	671035.863751438
Belgium/DJMG-0325156/2020	Belgium	25/03/2020	660440.625132083	572086.167322429
Netherlands/NoordBrabant_59/2020	other	11/03/2020	NA	NA
Netherlands/ZuidHolland_30/2020	other	11/03/2020	NA	NA
Netherlands/NA_13/2020	other	10/03/2020	NA	NA
Netherlands/NA_1/2020	other	10/03/2020	NA	NA
Netherlands/Flevoland_1/2020	other	09/03/2020	NA	NA
Netherlands/NA_10/2020	other	09/03/2020	NA	NA
France/HF1813/2020	other	02/03/2020	NA	NA
USA/NY-PV08463/2020	other	18/03/2020	NA	NA
USA/NY-NYUMC195/2020	other	01/04/2020	NA	NA
France/ARA12630/2020	other	23/03/2020	NA	NA
Germany/NRW-43/2020	other	19/03/2020	NA	NA
Brazil/SC-769/2020	other	10/03/2020	NA	NA
France/IDF3831/2020	other	23/03/2020	NA	NA
France/HF1986/2020	other	04/03/2020	NA	NA
Netherlands/NA_20/2020	other	12/03/2020	NA	NA
Scotland/CVR29/2020	other	11/03/2020	NA	NA
USA/MN-MDH-138/2020	other	22/03/2020	NA	NA
USA/NY-PV09140/2020	other	20/03/2020	NA	NA
USA/NY-NYUMC73/2020	other	18/03/2020	NA	NA
Germany/BAV-V2011673/2020	other	16/03/2020	NA	NA
USA/PA_2887/2020	other	08/03/2020	NA	NA
USA/NY-NYUMC162/2020	other	01/04/2020	NA	NA
USA/NY-NYUMC164/2020	other	01/04/2020	NA	NA
USA/WI-GMF-00498/2020	other	31/03/2020	NA	NA
USA/NY-NYUMC160/2020	other	01/04/2020	NA	NA
USA/CT-Yale-115/2020	other	11/04/2020	NA	NA
USA/VA-DCLS-0061/2020	other	30/03/2020	NA	NA
USA/WI-118/2020	other	25/03/2020	NA	NA
USA/MN129-MDH129/2020	other	16/03/2020	NA	NA
USA/MN-MDH-120/2020	other	20/03/2020	NA	NA
Germany/BAV-V2011675/2020	other	16/03/2020	NA	NA
Scotland/CVR135/2020	other	16/03/2020	NA	NA
Mexico/CDMX-INER_04/2020	other	15/03/2020	NA	NA
Scotland/EDB156/2020	other	23/03/2020	NA	NA
Belgium/SH-03014/2020	Belgium	01/03/2020	665337.489427826	666658.127908998
Belgium/VRAR-030643/2020	Belgium	06/03/2020	685983.30534149	607739.289024119
Finland/FIN03032020A/2020	other	03/03/2020	NA	NA
SouthAfrica/KRISP_0007/2020	other	01/04/2020	NA	NA
SouthAfrica/KRISP_0011/2020	other	01/04/2020	NA	NA
Italy/CDG1/2020	other	20/02/2020	NA	NA
France/GE1973/2020	other	04/03/2020	NA	NA
Brazil/SPBR-09/2020	other	04/03/2020	NA	NA
SouthAfrica/R03006-20/2020	other	07/03/2020	NA	NA
India/GBRC1/2020	other	05/04/2020	NA	NA
India/GBRC1s/2020	other	05/04/2020	NA	NA
Scotland/EDB363/2020	other	29/03/2020	NA	NA
Taiwan/NTU15/2020	other	18/03/2020	NA	NA
Switzerland/GE4984/2020	other	07/03/2020	NA	NA
Luxembourg/LNS4845603/2020	other	15/03/2020	NA	NA
Portugal/PT0032/2020	other	16/03/2020	NA	NA
Luxembourg/LNS0716877/2020	other	15/03/2020	NA	NA
Luxembourg/LNS1918658/2020	other	14/03/2020	NA	NA
USA/MN65-MDH65/2020	other	14/03/2020	NA	NA
USA/MN32-MDH32/2020	other	12/03/2020	NA	NA
USA/MN46-MDH46/2020	other	13/03/2020	NA	NA
Italy/TE4925/2020	other	14/03/2020	NA	NA
Australia/VIC729/2020	other	29/03/2020	NA	NA
Australia/VIC797/2020	other	01/04/2020	NA	NA
Australia/VIC318/2020	other	24/03/2020	NA	NA
Australia/VIC735/2020	other	30/03/2020	NA	NA
Australia/VIC785/2020	other	30/03/2020	NA	NA
Australia/VIC801/2020	other	01/04/2020	NA	NA
Australia/VIC804/2020	other	01/04/2020	NA	NA
Australia/VIC898/2020	other	08/04/2020	NA	NA
Australia/VIC800/2020	other	01/04/2020	NA	NA
Australia/VIC491/2020	other	30/03/2020	NA	NA
Australia/VIC783/2020	other	30/03/2020	NA	NA
Australia/VIC803/2020	other	01/04/2020	NA	NA
Australia/VIC802/2020	other	01/04/2020	NA	NA
USA/ID-UW-2127/2020	other	21/03/2020	NA	NA
Australia/VIC264/2020	other	22/03/2020	NA	NA
Australia/VIC844/2020	other	04/04/2020	NA	NA
USA/UT-00139/2020	other	19/03/2020	NA	NA
